user_id,user_community,user_active_status,retweet_count,quote_count,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
1081674923355983872,2,suspended,5568,652,2,6,17,24,5525,614,15,4,9,4,2289,257
1101968098293399561,1,suspended,15668,2141,10,1,575,198,14762,1872,42,16,279,54,7365,853
1110193840051445760,2,suspended,4366,459,2,2,19,26,4329,427,5,1,11,3,1679,130
1110684264243302400,1,deleted,25401,1571,28,7,1514,139,23601,1417,91,3,167,5,10955,549
1134503131797106688,1,suspended,10275,773,10,3,373,62,9871,706,1,1,20,1,5611,357
1141043467822481408,1,suspended,7065,1611,6,4,379,634,6609,960,16,6,55,7,2958,882
1146622958309449729,1,suspended,1437,827,3,2,428,140,979,649,2,13,25,23,285,241
1159914146202357764,1,suspended,562,80,1,2,37,7,504,67,4,2,16,2,278,34
1160884009586614272,1,suspended,2612,532,1,6,72,42,2510,479,18,4,11,1,1055,196
1165398811008819200,2,suspended,9098,1192,5,6,37,53,9029,1129,7,1,20,3,3985,339
1181952938266304512,2,suspended,8066,565,4,3,13,26,8044,534,2,1,3,1,3892,151
1185340096834428928,1,suspended,6151,629,10,4,515,64,5601,558,6,2,19,1,1731,147
1197653491214368768,2,suspended,22865,1928,17,6,129,110,22647,1804,26,4,46,4,8845,550
1203183006820786176,2,suspended,4808,448,2,2,5,20,4788,424,7,1,6,1,2441,149
1217558302797828098,1,suspended,4250,1282,5,3,761,157,3338,1068,96,27,50,27,1344,400
1230961593451712513,1,suspended,13918,600,7,8,572,56,13292,530,13,2,34,4,7924,216
1232070580150640640,1,suspended,5085,1074,11,8,452,179,4566,872,21,8,35,7,1706,275
1242539267169157127,1,suspended,14374,860,14,4,585,72,13588,767,51,6,136,11,6628,328
1251728704251674624,2,suspended,912,161,2,1,4,5,899,149,1,4,6,2,232,74
1260320164463009792,2,suspended,7429,580,5,3,98,37,7301,537,17,2,8,1,2765,145
1295118701533048844,1,suspended,15163,1993,15,13,578,176,14367,1761,56,28,147,15,7862,908
1295381681025687553,1,deleted,11683,732,11,11,1881,69,9762,650,4,1,25,1,4371,186
1299502791535333376,2,deleted,391,254,2,3,5,33,374,214,4,2,6,2,68,54
1312481033619566594,1,suspended,5355,919,8,6,215,63,5103,838,12,5,17,7,1774,280
1316218894927888384,1,suspended,5545,561,4,1,323,74,5199,484,2,1,17,1,2893,269
1316392732135501828,2,suspended,8882,931,6,2,44,49,8815,875,8,3,9,2,4331,249
1317296407473172480,2,suspended,5311,531,2,2,15,38,5162,462,7,1,125,28,2513,191
1318701904524939264,2,suspended,7926,878,8,2,50,58,7838,813,6,3,24,2,3365,236
1323221842828537856,1,suspended,10421,1448,12,8,1711,209,8603,1214,53,7,42,10,2736,408
1323962412526129157,1,suspended,8583,762,15,5,1680,123,6858,631,16,2,14,1,1829,161
1324700371156111360,2,suspended,5230,629,3,1,80,67,5045,537,75,21,27,3,2075,160
1326641561682276352,1,suspended,2735,221,5,6,125,20,2570,193,15,1,20,1,1643,117
1327740359535964161,2,suspended,5878,371,4,2,10,20,5844,345,6,3,14,1,2839,108
1329553031919267844,1,suspended,5857,1136,8,7,296,99,5490,1023,25,3,38,4,1913,366
1246056780007784449,1,active,1388,188,8,2,394,33,966,147,11,5,9,1,239,34
14362404,0,active,15697,2439,15403,2294,9,50,283,89,1,5,1,1,191,47
2438831503,1,active,17970,1586,22,14,1582,222,16236,1338,37,5,93,7,6520,422
720843893441306624,1,active,8443,811,36,262,1429,94,6715,436,118,12,145,7,2525,163
35039490,1,active,11106,991,33,15,1788,153,9213,817,25,5,47,1,2785,218
138809881,1,active,21445,2004,62,328,1932,233,19239,1406,104,28,108,9,6305,437
1640929196,0,active,74302,5757,73571,5600,27,28,697,127,4,1,3,1,1024,183
3406938525,1,active,80010,5810,101,55,6190,581,73291,5146,131,14,297,14,27100,1495
15777543,1,active,1611,196,5,5,112,17,1479,172,4,1,11,1,447,36
749686190,1,active,3598,387,22,16,363,60,3065,294,84,7,64,10,1138,88
763924202365722631,1,active,2845,661,31,247,361,64,2423,347,13,2,17,1,673,100
178017745,1,active,600,229,5,1,37,26,554,199,3,2,1,1,160,38
426802833,0,active,5930,1759,5754,1130,13,97,146,520,4,4,13,8,99,149
18247062,1,active,12820,908,65,28,1790,157,10793,712,26,2,146,9,4494,237
20247015,1,active,623,69,1,1,173,26,378,29,24,7,47,6,181,16
759251,0,active,7881,1609,7634,1009,27,110,215,481,3,5,2,4,166,155
20813198,1,active,3793,327,7,14,324,56,3430,253,18,3,14,1,1210,64
495379332,1,active,16784,1616,10,6,408,91,16310,1514,17,1,39,4,5292,439
115681686,2,active,15961,2399,24,77,88,190,15696,2073,80,47,73,12,4386,445
1209417007,1,active,12582,1752,42,36,1892,248,10528,1451,43,7,77,10,3341,371
1209936918,1,active,53864,4627,133,147,6812,751,45666,3613,490,67,763,49,17602,1104
22187085,0,active,24833,2815,24556,2746,3,3,267,63,3,2,4,1,304,86
3047722897,1,active,12112,935,15,20,986,103,10940,800,72,6,99,6,4116,239
11856032,1,active,1608,582,432,110,130,47,1015,415,17,9,14,1,405,153
1081312310059253763,1,active,5211,698,14,24,439,66,4668,596,6,2,84,10,1358,175
19091173,1,active,36654,2810,110,70,13075,805,23293,1920,61,4,115,11,6427,403
3267456386,1,active,6076,612,31,10,1217,167,4692,414,30,4,106,17,1367,90
1015029427284127745,2,active,22025,2302,27,13,171,217,21569,2031,124,18,134,23,8884,620
15392486,1,active,9527,2886,161,74,1150,526,7951,2193,107,42,158,51,2986,662
1022693675250249729,1,active,4216,343,12,30,568,56,3607,252,12,2,17,3,1011,59
875856268056969216,1,active,174364,16065,200,201,18679,2133,154176,13572,357,65,952,94,55009,3980
878087280321335298,1,active,3772,542,14,75,621,60,3100,404,19,2,18,1,963,129
878247600096509952,1,active,35459,2767,92,38,9632,530,25450,2182,134,12,151,5,7003,468
51241574,0,active,6977,3529,6724,2665,15,126,225,723,1,1,12,14,131,237
807095,0,active,20135,4499,19487,3121,53,289,554,1058,7,16,34,15,407,353
23022687,1,active,19971,1696,52,123,4852,339,14666,1211,57,7,344,16,4642,364
3063933906,1,active,5417,1125,23,24,666,146,4665,938,21,7,42,10,1280,229
519897737,1,active,1162,64,1,3,82,9,1071,50,1,1,7,1,364,10
24127811,1,active,13129,924,609,215,3425,174,8878,525,87,7,130,3,3074,138
974435384271630336,1,active,1278,166,4,1,69,57,1199,106,1,1,5,1,644,47
526651932,1,active,2748,960,3,3,287,134,2384,799,3,1,71,23,1304,368
534881613,1,active,35195,3228,40,14,2831,383,32086,2807,77,11,161,13,12200,803
26900055,2,active,3279,595,9,5,29,47,3209,539,14,2,18,2,1126,143
27000730,1,active,16559,1046,116,18,5631,303,10713,713,31,2,68,10,2724,132
27067705,1,active,7781,861,24,17,1348,147,6371,692,12,2,26,3,1807,202
27075032,0,active,4302,2086,4069,1597,26,103,200,374,3,6,4,6,108,116
36912523,1,active,2583,283,5,17,216,40,2315,216,22,7,25,3,820,52
302312898,0,active,13820,4342,13567,4123,28,63,219,148,4,4,2,4,142,282
1131935075623415810,1,active,1212,131,7,2,164,23,961,97,8,3,72,6,336,30
149269179,1,active,8927,1700,38,144,1703,318,6587,1078,502,141,97,19,2119,335
794652195484565504,1,active,13301,3718,32,49,1671,632,11385,2959,142,64,71,14,3457,828
1324579241430798339,1,active,7620,550,6,14,347,38,7257,496,2,1,8,1,3015,142
1327116445243719680,1,active,8075,977,12,5,408,78,7624,888,11,2,20,4,2362,255
415581517,0,active,4606,1438,4338,1259,9,26,253,147,2,4,4,2,122,66
1329919859900227587,1,active,3325,236,4,1,73,18,3186,212,42,3,20,2,1785,111
934049237628841984,1,active,5768,432,4,2,226,49,5443,370,49,7,46,4,2497,145
93059852,1,active,4070,320,10,5,296,38,3740,275,5,1,19,1,1342,64
1312036582422196224,1,active,8090,797,2,4,324,84,7698,694,14,4,52,11,4505,332
16585184,1,active,6642,575,7,12,207,38,6392,522,5,1,31,2,2110,137
203226736,1,active,8093,700,21,22,822,96,7213,576,21,2,16,4,2269,142
3995778614,1,active,10061,833,19,8,877,81,9124,741,13,1,28,2,2944,192
2853461537,1,active,82874,6869,375,474,12410,1095,69144,5239,329,34,616,27,20201,1218
1038120930663231488,0,active,351,588,246,96,1,143,93,324,9,14,2,11,42,80
774074669230071809,1,active,6726,856,8,1,499,106,6136,739,34,2,49,8,2381,245
3622368202,0,active,54068,5651,53519,5442,22,20,520,185,3,3,4,1,636,166
3530404094,1,active,67467,5345,154,123,10422,860,56107,4312,312,25,472,25,20506,1129
1304530918716190721,1,active,8142,2325,38,34,2208,486,5689,1716,87,51,120,38,1650,548
1043185714437992449,1,active,57904,3477,68,15,3995,272,53669,3183,66,2,106,5,19413,894
1117898546055761920,1,active,6143,586,5,16,253,71,5815,493,41,3,29,3,2522,126
722060515216896001,2,active,4095,400,1,2,23,42,4053,353,4,2,14,1,1887,122
33417701,1,active,10167,1243,7,20,308,85,9794,1134,10,2,48,2,3899,367
33608041,1,active,31059,2337,61,77,5128,373,25718,1879,34,3,118,5,8232,482
14458643,1,active,1152,93,4,6,240,18,895,66,5,1,8,2,305,25
15719232,1,active,6755,818,8,9,657,110,5935,681,77,10,78,8,2144,163
350822109,1,active,3757,314,16,5,686,62,3025,244,4,1,26,2,846,63
1029094268542099457,1,active,8893,688,56,109,1278,98,7380,471,83,7,96,3,2942,117
1295339359865110528,2,active,6567,752,5,4,51,131,6343,598,121,14,47,5,2605,185
15976697,1,active,46102,2725,59,67,4017,325,41845,2324,75,4,106,5,13713,565
364214133,1,active,62552,6876,80,70,5819,885,55768,5836,334,50,551,35,18235,1397
4479867201,2,active,2995,1225,3,2,21,103,2937,1097,9,4,25,19,788,322
1017280993,1,active,3289,356,17,6,563,32,2696,313,3,3,10,2,353,61
447456943,1,active,1057,216,1,5,244,35,701,132,7,3,104,41,193,51
99994358,1,active,2001,248,5,20,192,25,1722,192,75,8,7,3,568,46
1079776144524754944,1,active,5841,550,66,31,2519,179,3155,331,37,4,64,5,673,52
110396781,0,active,5693,914,5572,343,12,93,90,473,10,2,9,3,57,127
20975060,1,active,3074,452,38,20,652,99,2279,309,28,3,77,21,705,96
116384038,2,active,14496,1837,15,3,168,178,14236,1647,41,3,36,6,5166,648
259001548,1,active,47488,9404,141,222,13369,2108,32918,6901,422,60,638,113,10960,3118
4710708974,2,active,21726,1956,22,11,113,131,21523,1811,18,2,50,1,6614,484
18643437,1,active,3964,427,76,46,842,75,3006,301,8,1,32,4,913,111
103744112,1,active,18523,1390,77,199,3013,195,14969,958,177,21,287,17,5396,267
18891076,1,active,1630,367,3,1,188,65,1433,297,1,2,5,2,606,126
2975091705,1,active,13890,1639,51,124,1485,240,12185,1262,82,10,87,3,4016,293
2301990517,1,active,29471,1802,44,16,2875,270,26405,1511,47,2,100,3,7791,344
108370360,1,active,2782,602,3,1,106,44,2647,554,7,1,19,2,890,169
19553409,1,active,32211,2125,122,58,6830,387,24808,1647,171,16,280,17,7105,397
826065164504006657,1,active,18742,978,47,76,2821,145,15423,738,168,8,283,11,5581,195
624306656,2,active,5411,892,3,5,32,46,5349,833,18,5,9,3,2302,211
2643570679,1,active,616,45,1,3,64,13,543,26,4,2,4,1,227,7
58579942,1,active,3040,1077,26,451,620,132,2381,487,6,1,7,6,744,154
889522784916910080,0,active,2642,356,2554,238,3,7,81,108,1,2,3,1,77,28
739610364975808513,1,active,24207,2822,19,26,1547,302,22556,2488,18,1,67,5,8648,772
45676731,1,active,10397,715,29,20,1379,110,8832,572,67,9,90,4,3357,183
6742412,1,active,19491,1346,43,139,1384,133,17850,1055,107,13,107,6,6389,275
47293791,1,active,39647,6341,117,643,9271,1087,29909,4560,125,18,225,33,10037,1422
47437206,1,active,1605,984,10,12,84,74,1506,894,4,3,1,1,611,256
1008598678523842560,1,active,7795,945,14,33,1151,123,6565,777,34,8,31,4,1727,142
611986351,1,active,3614,252,35,6,1025,40,2482,203,6,1,66,2,620,57
15212187,1,active,30559,1750,97,55,4160,214,26040,1466,77,6,185,9,8581,392
118567880,1,active,4397,364,13,6,751,67,3608,288,13,2,12,1,1100,65
3056035526,1,active,4634,809,27,75,728,264,3780,446,55,16,44,8,1376,112
121217779,1,active,12155,1451,14,4,537,262,11379,1151,130,23,95,11,4162,322
1259714432,1,active,13578,697,13,29,1599,72,11911,594,17,1,38,1,3809,176
24787367,1,active,4213,493,11,3,272,49,3921,438,3,2,6,1,1290,123
1242146812309405708,1,active,10963,2462,10,10,1062,353,9681,2046,113,26,97,27,3730,490
37575922,1,active,22463,1468,30,68,1646,197,20614,1193,60,4,113,6,7279,320
14662354,1,active,2114,386,112,43,323,65,1489,230,150,42,40,6,431,55
1408003598,1,active,3316,336,19,7,352,58,2918,267,9,2,18,2,880,72
39308549,1,active,6301,1806,142,106,1037,323,4991,1360,32,7,99,10,1635,305
39344374,1,active,88625,7144,288,971,18461,1175,68231,4896,460,31,1185,71,22805,1569
39349894,1,active,60503,5292,189,389,13311,1138,45873,3677,264,27,866,61,15259,1099
1127744603061276672,1,active,9390,1108,24,6,1401,132,7937,966,16,1,12,3,2425,203
299896657,1,active,7691,806,5,8,229,47,7414,745,8,1,35,5,2248,197
14828860,2,active,9427,570,19,3,82,38,9207,520,86,6,33,3,3863,183
592730371,1,active,93558,7645,250,63,10822,1271,81660,6239,275,24,551,48,25918,1580
1325639866881863681,1,active,18907,2945,72,594,2244,394,16121,1891,321,46,149,20,5219,557
90480218,1,active,81616,3919,116,64,5775,430,75381,3401,147,12,197,12,28017,1066
1196441152486072320,1,active,20626,4158,96,103,2728,554,17277,3323,215,98,310,80,6499,975
9300262,0,active,2584,905,2415,599,6,45,152,249,7,8,4,4,57,65
201287829,1,active,639,68,1,13,65,2,571,51,1,1,1,1,200,20
204444440,1,active,23672,2409,22,18,539,140,23009,2247,52,1,50,3,8567,653
397526755,1,active,8894,1411,37,260,697,152,8085,981,13,4,62,14,2572,316
16989178,1,active,208937,26606,464,285,34641,4673,172243,21370,564,94,1025,184,57993,6525
772934961766608897,1,active,8452,645,17,25,632,80,7561,515,133,18,109,7,2792,129
74303349,1,active,14499,1004,18,19,630,90,13788,887,32,3,31,5,4968,217
1308126249701838851,2,active,1146,175,1,1,21,20,1109,151,2,1,13,2,373,48
380285402,0,active,1632,530,1065,315,14,38,530,166,15,10,8,1,131,54
2835451658,1,active,3884,473,16,3,681,94,3149,367,11,5,27,4,879,89
129235890,1,active,12358,728,11,23,374,55,11891,647,29,2,53,1,4307,169
28785486,0,active,10260,2077,10020,1538,24,91,194,431,6,8,16,9,172,128
28879277,1,active,2479,388,3,17,220,37,1839,302,377,29,40,3,659,90
850507814023942144,1,active,21791,1666,58,233,2146,201,19303,1213,52,4,232,15,7407,388
131546062,1,active,6632,1072,87,600,1156,74,5176,381,53,8,160,9,1793,110
32871086,0,active,76131,7861,75264,7391,34,67,827,397,4,2,2,4,916,235
1025640095586504704,1,active,4824,1461,14,15,969,209,3409,1113,355,84,77,40,1025,373
358545917,1,active,9572,926,59,22,1789,207,7672,694,15,2,37,1,2062,155
1297160959891513347,2,active,3878,375,1,6,21,13,3845,352,3,1,8,3,1686,119
15952856,0,active,58114,3678,57713,3566,27,21,367,87,3,1,4,3,342,72
10774652,1,active,2971,450,27,11,527,88,2408,348,4,2,5,1,735,72
94784682,1,active,7101,1111,71,38,754,161,6247,910,8,1,21,1,1951,225
2908170952,1,active,13588,1369,33,25,2541,432,10939,908,35,3,40,1,3734,424
18266688,1,active,185631,9597,286,107,19250,1326,164306,8086,343,19,1446,59,61545,2416
11622712,1,active,13093,1159,34,23,615,105,12372,1026,25,3,47,2,4384,306
247595890,1,active,1894,169,4,2,104,16,1777,149,4,1,5,1,572,40
1187652746,1,active,2854,125,9,12,249,11,2532,97,26,3,38,2,1197,35
232901331,1,active,28061,1822,47,18,4713,346,23067,1448,48,5,186,5,9176,383
1084375028,1,active,6448,500,11,45,470,55,5906,394,25,4,36,2,2270,116
2996253413,1,active,61602,5708,84,182,3652,470,57703,5040,75,7,88,9,22726,1731
476848835,1,active,21470,2024,44,17,3871,357,17394,1646,63,1,98,3,5259,450
162301746,2,active,5668,757,9,7,44,66,5601,681,9,2,5,1,2014,213
165039823,1,active,10312,513,19,6,903,85,9345,415,22,1,23,6,2885,103
341194704,1,active,20886,8444,92,136,5679,1541,14697,6640,249,85,169,42,4999,1671
3310061541,1,active,11406,1542,48,36,1856,285,9393,1205,44,9,65,7,3458,447
319901933,1,active,9384,945,6,7,413,102,8876,816,47,15,42,5,2989,242
1012996182606602240,1,active,723,160,2,2,26,50,678,104,7,2,10,2,250,36
1367531,1,active,2107,712,281,254,657,124,1053,318,45,10,71,6,315,94
535157837,1,active,3338,671,4,2,141,55,3184,611,3,2,6,1,1156,178
2417586104,1,active,47446,1671,94,59,6828,250,40084,1350,118,6,322,6,13685,310
302446244,1,active,33746,3524,194,662,6410,498,26383,2306,225,19,534,39,7981,650
149681153,1,active,15273,980,18,19,1050,123,14053,825,71,7,81,6,5386,245
4184152827,2,active,6547,630,5,3,28,24,6472,597,15,1,27,5,2488,176
932011810235891712,1,active,5617,760,46,31,777,106,4659,599,70,15,65,9,1669,136
416194855,0,active,11135,1073,10725,679,20,73,365,313,16,4,9,4,243,101
91583544,1,active,26042,3935,26,26,1155,227,24656,3664,74,8,131,10,8675,1217
1330274087218851852,1,active,6400,453,6,5,331,55,6009,386,13,3,41,4,2284,108
782278385812799488,1,active,2390,323,1,1,272,41,2107,271,5,4,5,6,679,95
83148068,1,active,2969,338,2,7,433,46,2491,280,15,3,28,2,692,61
3981225735,1,active,4487,305,6,2,545,36,3863,262,34,3,39,2,1430,68
16834659,1,active,4585,757,69,114,921,122,3460,509,108,7,27,5,872,101
84734681,2,active,3124,392,6,7,27,35,2774,324,26,9,291,17,801,68
84797861,1,active,5552,353,14,4,516,44,4995,302,10,1,17,2,1630,78
1890308449,1,active,2813,202,8,6,388,28,2395,165,9,1,13,2,734,44
779476491092434944,1,active,4294,650,7,5,263,57,3953,572,44,6,27,10,1234,171
1309889774778540035,1,active,3354,190,7,3,334,27,2985,158,4,1,24,1,1019,37
3108351,0,active,2149,497,1971,392,23,25,140,75,6,3,9,2,47,25
129571843,1,active,5383,587,13,13,440,69,4881,499,22,4,27,2,1620,141
29077161,0,active,5163,1823,4716,333,12,191,430,1295,3,2,2,2,170,305
29097819,1,active,48934,5014,127,119,4252,618,43366,4136,526,65,663,76,16232,1188
14559721,1,active,10710,3573,26,35,2096,841,8180,2615,226,50,182,32,2546,1055
762389795037294592,1,active,35269,2057,71,112,4557,287,30167,1629,163,16,311,13,9444,429
359403242,1,active,32501,4571,44,127,2710,557,29522,3864,101,12,124,11,10562,1041
1299898009149472769,1,active,9079,1927,4,1,801,208,8201,1710,20,6,53,2,2415,500
4620298132,1,active,2996,882,6,4,391,121,2592,751,2,1,5,5,785,235
1211284044811399168,1,active,5147,703,6,1,237,63,4893,635,5,1,6,3,1627,181
248113252,1,active,2339,247,32,8,274,24,2021,212,5,2,7,1,651,59
233000889,1,active,6146,1693,22,16,2014,405,4003,1223,22,6,85,43,1097,304
18604137,1,active,24506,1903,60,42,2224,254,22099,1597,44,3,79,7,7224,394
1213874306515554306,1,active,15914,1446,14,4,526,112,15324,1323,14,2,36,5,8375,551
457984599,1,active,11085,2979,76,48,1561,451,8898,2411,269,31,281,38,2917,624
235839823,1,active,16382,2056,46,57,2579,381,13673,1608,36,6,48,4,4743,454
4765364386,1,active,69735,6582,94,35,2516,481,66779,6011,112,15,234,40,23475,1872
18856867,1,active,2360,395,52,11,485,72,1789,305,16,3,18,4,519,63
105901883,1,active,16030,1419,34,65,1818,200,14124,1151,21,1,33,2,4196,260
19149039,1,active,2976,190,6,10,198,24,2747,154,10,1,15,1,917,41
477864155,1,active,598,80,5,1,139,12,439,62,4,2,11,3,91,9
624210678,1,active,23728,2803,41,43,2600,359,20760,2366,75,13,252,22,6997,788
1576268089,1,active,1766,215,9,26,243,35,1404,148,19,1,91,5,458,43
332590264,1,active,8700,855,18,23,790,129,7855,696,17,1,20,6,2670,182
1153042794375712770,1,active,15360,1054,18,5,571,127,14684,917,57,4,30,1,5219,253
23362152,1,active,4173,359,11,11,639,87,3389,253,66,5,68,3,1307,65
125128723,1,active,20018,1633,40,43,1928,236,17901,1341,65,8,84,5,5798,341
25758887,1,active,2433,302,13,8,741,64,1598,215,30,6,51,9,433,70
25837289,1,active,56697,4449,93,191,3867,547,52168,3680,270,14,299,17,19890,1100
868618794549223424,2,active,874,84,1,2,13,10,852,70,2,1,6,1,298,19
736989573201301504,1,active,59490,4750,53,50,2098,378,57115,4308,106,7,118,7,19721,1217
406483952,1,active,4618,525,11,8,194,30,4367,478,16,2,30,7,1294,112
91882544,1,active,89575,7524,146,139,13429,1292,75333,6046,138,18,529,29,25023,1467
16597389,1,active,1591,195,31,16,573,66,978,111,2,1,7,1,246,15
3932768472,1,active,112031,8908,178,153,7341,954,103861,7727,265,48,386,26,37122,2138
1054124381360832512,1,active,5327,1212,13,1,307,140,4939,1053,12,5,56,13,2305,399
4041824789,1,active,89485,8018,268,336,9739,979,77775,6534,803,96,900,73,29869,1923
210556794,1,active,771,66,2,1,108,5,651,57,4,1,6,2,160,17
367456494,1,active,2195,459,3,5,727,117,1402,326,48,4,15,7,439,105
826261914,1,active,4160,640,71,139,1438,204,2625,289,13,3,13,5,511,37
375721095,1,active,20740,5087,522,729,4701,848,14931,3323,269,88,317,99,5302,1169
