user_id,user_community,user_active_status,closeness_centrality_detractor_cluster,closeness_centrality_promoter_cluster,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users
32871086,0,active,0.1768810406179521,,75264,7391,34,67,827,397,4,2,2,4,916,235
1025640095586504704,1,active,,0.23439497192867406,14,15,969,209,3409,1113,355,84,77,40,1025,373
358545917,1,active,,0.2742609775947484,59,22,1789,207,7672,694,15,2,37,1,2062,155
1297160959891513347,2,active,,0.23274182650916206,1,6,21,13,3845,352,3,1,8,3,1686,119
15952856,0,active,0.18513846984211368,,57713,3566,27,21,367,87,3,1,4,3,342,72
10774652,1,active,,0.2324447418229865,27,11,527,88,2408,348,4,2,5,1,735,72
94784682,1,active,,0.2646024722317205,71,38,754,161,6247,910,8,1,21,1,1951,225
2908170952,1,active,,0.27482605747005484,33,25,2541,432,10939,908,35,3,40,1,3734,424
18266688,1,active,,0.34160602684245495,286,107,19250,1326,164306,8086,343,19,1446,59,61545,2416
11622712,1,active,,0.2604406067254748,34,23,615,105,12372,1026,25,3,47,2,4384,306
247595890,1,active,,0.23795410773663406,4,2,104,16,1777,149,4,1,5,1,572,40
1187652746,1,active,,0.24784512800755257,9,12,249,11,2532,97,26,3,38,2,1197,35
232901331,1,active,,0.27129447299201315,47,18,4713,346,23067,1448,48,5,186,5,9176,383
1084375028,1,active,,0.27163099837743654,11,45,470,55,5906,394,25,4,36,2,2270,116
2996253413,1,active,,0.2715394240302933,84,182,3652,470,57703,5040,75,7,88,9,22726,1731
476848835,1,active,,0.26475938358447365,44,17,3871,357,17394,1646,63,1,98,3,5259,450
162301746,2,active,,0.23824141760030418,9,7,44,66,5601,681,9,2,5,1,2014,213
165039823,1,active,,0.2725047543166745,19,6,903,85,9345,415,22,1,23,6,2885,103
341194704,1,active,,0.3363739748410226,92,136,5679,1541,14697,6640,249,85,169,42,4999,1671
3310061541,1,active,,0.30876807866128764,48,36,1856,285,9393,1205,44,9,65,7,3458,447
319901933,1,active,,0.2442493935741394,6,7,413,102,8876,816,47,15,42,5,2989,242
1012996182606602240,1,active,,0.21571195625548525,2,2,26,50,678,104,7,2,10,2,250,36
1367531,1,active,,0.21120859638176884,281,254,657,124,1053,318,45,10,71,6,315,94
535157837,1,active,,0.21865502623928362,4,2,141,55,3184,611,3,2,6,1,1156,178
2417586104,1,active,,0.30117715112877214,94,59,6828,250,40084,1350,118,6,322,6,13685,310
302446244,1,active,,0.3302012048691551,194,662,6410,498,26383,2306,225,19,534,39,7981,650
149681153,1,active,,0.28910398731588505,18,19,1050,123,14053,825,71,7,81,6,5386,245
4184152827,2,active,,0.24414412994639548,5,3,28,24,6472,597,15,1,27,5,2488,176
932011810235891712,1,active,,0.24091597795222147,46,31,777,106,4659,599,70,15,65,9,1669,136
416194855,0,active,0.1021808464286468,,10725,679,20,73,365,313,16,4,9,4,243,101
91583544,1,active,,0.25735502763217694,26,26,1155,227,24656,3664,74,8,131,10,8675,1217
1330274087218851852,1,active,,0.25727767095286225,6,5,331,55,6009,386,13,3,41,4,2284,108
782278385812799488,1,active,,0.22084015775340543,1,1,272,41,2107,271,5,4,5,6,679,95
83148068,1,active,,0.214009332404127,2,7,433,46,2491,280,15,3,28,2,692,61
3981225735,1,active,,0.28983915660025195,6,2,545,36,3863,262,34,3,39,2,1430,68
16834659,1,active,,0.2835003471055708,69,114,921,122,3460,509,108,7,27,5,872,101
84734681,2,active,,0.24175149030347737,6,7,27,35,2774,324,26,9,291,17,801,68
84797861,1,active,,0.2602193579041154,14,4,516,44,4995,302,10,1,17,2,1630,78
1890308449,1,active,,0.26615706846708553,8,6,388,28,2395,165,9,1,13,2,734,44
779476491092434944,1,active,,0.24389694203089754,7,5,263,57,3953,572,44,6,27,10,1234,171
1309889774778540035,1,active,,0.24772168454766832,7,3,334,27,2985,158,4,1,24,1,1019,37
3108351,0,active,0.13437038937729473,,1971,392,23,25,140,75,6,3,9,2,47,25
129571843,1,active,,0.28352353047212225,13,13,440,69,4881,499,22,4,27,2,1620,141
29077161,0,active,0.1463325161835712,,4716,333,12,191,430,1295,3,2,2,2,170,305
29097819,1,active,,0.3149142193295207,127,119,4252,618,43366,4136,526,65,663,76,16232,1188
14559721,1,active,,0.287493136935896,26,35,2096,841,8180,2615,226,50,182,32,2546,1055
762389795037294592,1,active,,0.28440606322711925,71,112,4557,287,30167,1629,163,16,311,13,9444,429
359403242,1,active,,0.3069635916532386,44,127,2710,557,29522,3864,101,12,124,11,10562,1041
1299898009149472769,1,active,,0.24855288321814017,4,1,801,208,8201,1710,20,6,53,2,2415,500
4620298132,1,active,,0.21718165714002266,6,4,391,121,2592,751,2,1,5,5,785,235
1211284044811399168,1,active,,0.22960693253902054,6,1,237,63,4893,635,5,1,6,3,1627,181
248113252,1,active,,0.20907687744504871,32,8,274,24,2021,212,5,2,7,1,651,59
233000889,1,active,,0.2721987256045883,22,16,2014,405,4003,1223,22,6,85,43,1097,304
18604137,1,active,,0.3011702209842421,60,42,2224,254,22099,1597,44,3,79,7,7224,394
1213874306515554306,1,active,,0.25661540835203084,14,4,526,112,15324,1323,14,2,36,5,8375,551
457984599,1,active,,0.24023276393365667,76,48,1561,451,8898,2411,269,31,281,38,2917,624
235839823,1,active,,0.2833666209252199,46,57,2579,381,13673,1608,36,6,48,4,4743,454
4765364386,1,active,,0.2793086927346482,94,35,2516,481,66779,6011,112,15,234,40,23475,1872
18856867,1,active,,0.23850681485974543,52,11,485,72,1789,305,16,3,18,4,519,63
105901883,1,active,,0.27090374957966334,34,65,1818,200,14124,1151,21,1,33,2,4196,260
19149039,1,active,,0.26813498128720886,6,10,198,24,2747,154,10,1,15,1,917,41
477864155,1,active,,,5,1,139,12,439,62,4,2,11,3,91,9
624210678,1,active,,0.2657821170489993,41,43,2600,359,20760,2366,75,13,252,22,6997,788
1576268089,1,active,,0.2528803851667562,9,26,243,35,1404,148,19,1,91,5,458,43
332590264,1,active,,0.24906685506533835,18,23,790,129,7855,696,17,1,20,6,2670,182
1153042794375712770,1,active,,0.2634259967387629,18,5,571,127,14684,917,57,4,30,1,5219,253
23362152,1,active,,0.25002770945394587,11,11,639,87,3389,253,66,5,68,3,1307,65
125128723,1,active,,0.2917760437025911,40,43,1928,236,17901,1341,65,8,84,5,5798,341
25758887,1,active,,0.23700866487605413,13,8,741,64,1598,215,30,6,51,9,433,70
25837289,1,active,,0.32019856540004293,93,191,3867,547,52168,3680,270,14,299,17,19890,1100
868618794549223424,2,active,,0.22379211825906517,1,2,13,10,852,70,2,1,6,1,298,19
736989573201301504,1,active,,0.27663252341420314,53,50,2098,378,57115,4308,106,7,118,7,19721,1217
406483952,1,active,,0.22719137480917959,11,8,194,30,4367,478,16,2,30,7,1294,112
91882544,1,active,,0.3125216543408502,146,139,13429,1292,75333,6046,138,18,529,29,25023,1467
16597389,1,active,,0.2681579798326737,31,16,573,66,978,111,2,1,7,1,246,15
3932768472,1,active,,0.3336322420932986,178,153,7341,954,103861,7727,265,48,386,26,37122,2138
1054124381360832512,1,active,,0.23459864667456587,13,1,307,140,4939,1053,12,5,56,13,2305,399
4041824789,1,active,,0.36090868944206167,268,336,9739,979,77775,6534,803,96,900,73,29869,1923
210556794,1,active,,0.2069058961839781,2,1,108,5,651,57,4,1,6,2,160,17
367456494,1,active,,0.23785086736254468,3,5,727,117,1402,326,48,4,15,7,439,105
826261914,1,active,,0.2435903577326763,71,139,1438,204,2625,289,13,3,13,5,511,37
375721095,1,active,,0.2817679030681793,522,729,4701,848,14931,3323,269,88,317,99,5302,1169
195271137,1,active,,0.2611016141041274,37,22,2111,151,7634,644,12,1,35,2,2417,147
34713362,0,active,0.1104149432955947,,1363,221,10,13,72,47,4,5,8,3,29,10
36715753,1,active,,0.2461609392778375,7,17,478,128,15076,2358,4,2,29,2,5270,679
63335631,1,active,,0.2499083975570465,18,23,1059,110,6583,645,34,6,22,2,1973,154
15937190,1,active,,0.2858848009207462,27,40,1178,131,8667,781,30,7,47,6,2799,209
900751120846512129,1,active,,0.21733214278011875,1,6,492,77,3819,677,19,1,50,12,1260,197
1299007622968901637,1,active,,0.21206302861107584,7,6,377,22,834,90,3,1,3,1,191,15
1334307069319663621,1,active,,0.221355181350799,2,5,115,32,1630,178,4,2,7,1,894,89
1336828763108237313,1,active,,0.288000585878672,15,15,601,119,8026,818,51,5,38,2,2929,233
1204930164389556224,2,active,,0.22241545865155335,4,1,52,72,5426,904,4,1,13,5,1839,264
1205226529455632385,0,active,0.13075914499831987,,12056,1674,18,7,147,41,2,1,5,4,192,71
11134252,1,active,,0.24611156643523938,52,451,863,59,4457,336,41,18,130,4,1598,86
18379614,1,active,,0.291362915689902,118,65,7251,534,18276,1495,121,23,196,21,5305,314
742143,0,active,0.11021979721704733,,3221,500,24,17,77,76,6,10,4,10,41,38
20118080,0,active,0.17096122428456217,,12501,1516,15,15,191,82,1,1,1,2,145,72
2352629311,1,active,,0.25283786517865525,20,35,875,65,3127,223,18,1,21,1,912,47
22055226,1,active,,0.3136785008589511,42,186,1584,189,14325,1369,64,11,70,8,5210,364
2284041356,1,active,,0.2636458745480154,7,12,349,67,6424,537,36,15,69,10,2221,159
462104542,1,active,,0.25247104610306936,31,19,2047,219,21570,2237,22,2,22,2,7059,436
468646961,1,active,,0.24895572196094085,52,840,3362,243,8456,737,18,1,31,2,2693,204
19721592,1,active,,0.26778833659845075,33,18,743,96,6620,511,76,6,32,2,2034,123
19738104,1,active,,0.23444517941713638,11,37,617,65,2552,225,7,3,46,3,629,66
331020289,1,active,,0.2458575903753861,6,1,184,28,4350,187,13,2,34,1,1642,61
55329156,1,active,,0.2456870823819039,15,43,1466,530,2570,1464,414,275,39,34,723,401
1017500185356853248,0,active,0.15212674722359765,,3135,817,19,49,101,392,1,1,1,2,65,118
7587032,0,active,0.07837565580449175,,966,217,25,65,280,327,2,2,5,2,59,52
339984356,1,active,,0.3059880655878887,43,40,3474,1066,15267,4240,249,48,278,91,5056,934
172511244,1,active,,0.2805618971072089,18,7,1423,140,25254,1146,26,1,86,10,9884,379
15669672,1,active,,0.26277339419611323,33,16,1417,161,17148,1355,94,24,79,8,4670,316
15012486,0,active,0.11892256425303965,,3035,586,13,48,215,366,3,5,5,3,86,112
601535938,1,active,,0.2845654152839425,95,31,4267,651,75998,6202,84,8,175,25,27251,1773
877985300466745344,1,active,,0.28245330519227957,36,17,2191,124,41769,1228,163,2,158,5,19790,503
50769180,1,active,,0.24098746959426331,44,78,1601,139,6790,521,26,4,78,7,2428,133
23970102,1,active,,0.22501776265450832,34,56,834,74,3622,315,11,1,30,4,1112,73
2388042907,1,active,,0.23494088375074812,14,13,1202,128,5155,498,28,8,56,1,1888,127
25202268,1,active,,0.3038478573588654,100,106,4439,501,29431,2228,191,22,244,18,11903,657
25235151,1,active,,0.22972959711716673,24,16,1311,380,2288,2127,8,6,38,13,428,281
1917731,0,active,0.13040748977918648,,14235,4431,103,359,1764,1580,43,24,48,13,655,562
2836421,0,active,0.1259995553038683,,10738,1569,16,56,299,381,2,4,1,1,236,143
2884771,0,active,0.12001273484683679,,3519,930,52,68,752,219,13,6,18,1,211,60
275276082,1,active,,0.23329114420038713,14,4,335,84,8639,1049,18,3,21,8,3108,304
38495835,1,active,,0.2823749543824365,84,100,3973,475,32129,2952,84,5,178,18,12217,837
1416161688,1,active,,0.23808080315664676,3,4,154,11,705,87,22,5,11,3,212,15
41634520,1,active,,0.249658032483119,121,300,8381,1375,23854,5076,153,17,296,36,8177,1258
4121225056,1,active,,0.26195908566768183,4,23,474,59,3604,289,17,3,31,3,1187,71
1060573081935249409,1,active,,0.2616419469637702,45,58,2319,456,13338,1597,1269,201,444,62,4802,473
799326923142770688,1,active,,0.24221433579579044,3,4,65,2,361,37,3,1,4,1,125,8
963480595,1,active,,0.31414878754679343,85,136,4442,427,19838,1806,442,59,393,30,6114,498
92848597,1,active,,0.20760541052958917,2,3,201,67,875,269,7,4,17,5,301,114
199841160,1,active,,0.24530948441999004,21,7,902,137,8209,934,9,4,30,1,2810,305
86177206,1,active,,0.24992251452997938,3,12,196,12,1175,97,3,1,1,1,362,16
1858882886,1,active,,0.26556259193028825,9,1,383,81,3483,483,114,11,112,9,988,131
373774653,1,active,,0.21768222776766244,18,6,1258,309,2389,883,13,4,29,9,619,265
778763106289758208,1,active,,0.32472738355581404,225,467,9414,926,87636,5188,739,46,1302,41,31689,1456
850036892,1,active,,0.29396426129553777,140,34,14775,1280,52621,4850,97,13,245,37,18660,1596
913308968809672705,1,active,,0.23780135099787525,21,11,1093,131,5006,451,16,6,36,5,1651,134
29458079,1,active,,0.32440942305153836,100,152,4306,319,21946,1716,238,23,262,16,8415,486
29495695,1,active,,0.26848498355171996,16,52,557,56,3608,330,2,1,9,3,1211,128
14335435,1,active,,0.21161830078368596,15,34,492,205,1392,1649,7,10,46,17,388,372
983766825610694656,1,active,,0.2561678870914369,17,14,1063,88,5120,440,6,1,22,3,1577,124
33908800,1,active,,0.25587980630209095,17,9,439,107,5429,703,16,3,21,2,2291,209
988573326376427520,1,active,,0.272439663345019,146,219,3369,292,10915,1531,434,49,1274,123,4001,461
288277167,0,active,0.14154251762408998,,13439,2706,6,14,225,83,2,2,2,4,255,95
288432289,1,active,,0.2470686924586032,14,4,742,114,12603,1135,13,1,17,1,4596,333
1290635110149169152,1,active,,0.31189050777662686,101,37,5419,871,50669,5455,245,66,653,96,17463,1830
757832485,1,active,,0.3108093344211609,73,120,2875,592,22730,2809,231,38,342,44,7460,769
900021957424447488,1,active,,0.24939639528646335,23,6,645,68,6318,432,8,1,21,3,2120,113
1201670995435646976,1,active,,0.27669152658629714,86,118,5001,475,23958,2463,32,1,86,6,7456,628
1201953403099893760,1,active,,0.2493917791214154,29,94,1350,139,15958,1134,28,3,52,2,5698,333
17993620,1,active,,0.2578240611522273,1,11,273,42,1371,134,2,1,5,3,453,50
18005085,1,active,,0.2867272775659269,65,38,2018,192,18006,1256,36,2,47,5,5937,294
940409602155282432,1,active,,0.25602580689102933,13,12,884,168,6595,813,47,7,343,28,2136,245
229141520,1,active,,0.2648200946987148,8,11,445,56,3986,240,31,2,37,4,1343,64
4639413136,1,active,,0.2313569124248278,10,14,561,52,3296,365,1,1,7,1,975,92
3015067823,1,active,,0.250835739578381,7,13,428,125,1276,244,6,1,16,2,366,58
2327400218,1,active,,0.2607993291747462,40,37,1245,207,38239,2927,21,4,66,6,14834,973
20545835,1,active,,0.26269263655305863,48,32,1390,244,9059,1166,429,64,198,15,3166,320
1170886272,1,active,,0.2840559106486146,14,24,519,56,5152,290,21,4,27,2,1730,83
499154896,1,active,,0.27009512686619097,20,13,968,102,5990,462,14,4,52,3,2000,96
21722318,1,active,,0.2848008406523328,79,46,2681,511,13035,2192,96,13,139,26,3784,505
816131319033950208,1,active,,0.2522381599138815,11,23,237,33,1509,151,9,4,6,1,490,40
233842454,0,active,0.17315885302412262,,22454,1570,60,82,968,346,1,1,7,1,328,91
818948638890217473,1,active,,0.2365817779030426,41,182,1406,128,8306,689,14,4,129,16,3313,187
18956073,1,active,,0.267132227172626,355,435,1343,268,7800,1301,147,29,158,21,2406,363
1085225533623783424,1,active,,0.2551090657192689,14,7,587,610,10482,953,89,21,141,15,4191,314
19211550,1,active,,0.3362558712483766,185,102,7783,1526,147849,15064,666,113,1130,109,53780,4502
19612749,1,active,,0.2782819485340441,11,6,698,110,9448,616,138,8,36,1,3508,193
958408514807967751,1,active,,0.23742058500070498,12,8,581,104,9719,821,296,47,95,11,3448,244
1151261114384171008,1,active,,0.23775140537890915,5,13,140,35,1953,212,13,4,11,4,668,58
338473859,1,active,,0.2603382957796861,5,5,411,101,6849,660,42,14,35,9,2587,197
889977782863749120,2,active,,0.2228081987720651,1,3,12,42,3218,748,1,2,7,1,958,197
60876782,0,active,0.15277973668832012,,3699,1629,15,191,340,1475,17,8,3,2,148,338
2689617914,1,active,,0.20592275045198533,1,5,132,24,484,123,80,10,3,2,149,27
872148729184362497,1,active,,0.28626734746607646,67,95,1579,188,13905,956,52,7,102,12,4495,272
1006474869570093056,1,active,,0.23462028656326603,16,7,930,31,6080,371,10,2,26,1,2050,95
317385247,1,active,,0.27771068455338055,57,73,2249,259,22166,1717,75,5,88,12,6826,508
47739450,1,active,,0.3132304597864903,90,126,1796,118,5956,540,75,7,128,3,2014,173
879548970082721792,1,active,,0.2576467450508713,7,2,440,77,10476,809,9,1,45,18,4056,250
52338305,1,active,,0.3076942418609643,87,51,7551,750,47350,4005,151,21,276,20,15174,1010
3066800573,1,active,,0.23880361990707177,8,1,148,20,531,71,8,1,4,2,126,20
22610257,1,active,,0.2280105592159714,4,5,641,59,2931,273,18,4,25,3,813,77
22663306,2,active,,0.26506377700164613,20,19,109,99,20448,1724,42,8,55,6,7340,444
22677397,1,active,,0.26668955478928497,32,19,1957,244,28049,2178,27,1,70,5,10461,638
973500614306095105,1,active,,0.2407279952717361,8,7,617,185,5664,1079,43,10,53,19,2162,500
523248016,1,active,,0.2790821321984675,73,65,3643,586,44531,4236,102,4,170,18,18072,1195
14173315,0,active,0.13429413341670643,,3507,711,12,63,172,300,9,5,8,4,102,93
1652541,0,active,0.1382745148585595,,3588,2504,27,82,356,329,18,28,13,12,132,118
2467791,0,active,0.13821359215544132,,6868,1250,29,57,164,228,1,4,9,2,126,88
27915028,1,active,,0.22578512339918283,1,1,225,22,1316,87,6,1,11,1,500,28
27995424,1,active,,0.2895506190685171,110,128,2069,338,27626,2269,23,2,62,2,9256,664
42551777,1,active,,0.21353086292207793,1,1,52,9,552,79,7,1,13,2,190,17
216327829,1,active,,0.21118125513295094,20,9,584,51,3789,349,5,1,7,3,400,38
90651198,1,active,,0.27860841280940146,46,172,2016,243,8639,1150,90,23,69,7,2474,317
17469289,1,active,,0.21935504087425056,612,629,559,149,1804,590,34,8,42,11,545,174
218975278,0,active,0.14240831441365812,,7490,552,21,693,473,2789,8,10,18,74,225,702
1947821689,1,active,,0.23235241280838226,12,1,757,216,4757,1134,159,20,43,9,1719,295
208155240,1,active,,0.2584533455406001,18,25,816,43,7323,258,22,4,37,1,2837,68
72616616,1,active,,0.2543703338007887,7,9,131,33,3337,255,18,1,32,4,1397,85
1901916354,1,active,,0.2750446671902747,47,28,1226,153,5371,531,21,5,98,16,1701,139
380648579,0,active,0.09166926395093916,,534,79,3,8,47,21,7,2,7,5,9,6
16523905,1,active,,0.28676850421363237,57,39,2388,272,24981,1944,72,7,117,7,7850,478
1248019741312155649,1,active,,0.23198220151880336,7,7,191,45,6411,534,17,3,38,5,2503,140
4239551,1,active,,0.2460401458812557,18,11,283,79,4163,567,12,3,26,4,1226,153
3158234814,1,active,,0.26879094417078375,33,52,1559,256,8240,1234,308,30,223,18,2624,334
14407458,1,active,,0.26214534515529275,9,8,436,23,2013,175,24,2,38,1,694,48
138182116,1,active,,0.2020798580152035,2,1,49,7,414,29,1,1,29,1,192,8
15745368,1,active,,0.21393836870413974,67,50,551,17,623,49,11,1,149,4,152,15
15754281,0,active,0.12297526023721159,,1968,327,12,141,138,643,10,7,5,7,82,148
895347487233462272,1,active,,0.2335385589730934,5,4,284,111,3493,698,9,4,23,4,1206,186
64998253,2,active,,0.2369831852164157,5,4,25,35,3966,472,4,1,11,3,1776,132
180107694,0,active,0.1596560175270101,,8912,2092,17,98,680,906,1,4,3,3,331,305
16012783,0,active,0.13700557791275308,,4097,1698,63,35,1083,206,107,22,63,7,385,90
902987823183040512,1,active,,0.2500730963748775,4,2,376,45,2867,247,27,3,38,4,963,79
770781940341288960,1,active,,0.3670284768322196,422,1912,23522,2077,152796,11181,4353,286,4636,212,53879,3358
806347865073315844,1,active,,0.24489901885367532,7,5,347,97,16117,1807,22,1,43,2,5574,473
18029328,1,active,,0.26945555604077304,9,10,302,56,3399,300,9,1,15,1,1219,81
1072933535516934144,1,active,,,1,1,94,33,389,81,2,1,8,2,147,22
3016071993,1,active,,0.31420469589581396,25,133,1400,97,6527,436,93,12,105,4,2499,135
1225147380284018688,0,active,0.09223065491429124,,1346,224,2,3,37,18,3,2,1,1,31,11
249420175,1,active,,0.22570635427327496,8,15,100,19,1612,130,4,1,9,1,504,32
20562637,0,active,0.10629355838221152,,576,95,1,6,27,26,1,1,4,2,8,4
963790885937995777,0,active,0.11878713146925383,,22548,1674,14,43,342,293,6,8,1,2,551,171
21149655,1,active,,0.2745349487812981,107,222,2159,149,10277,780,97,20,201,25,3473,236
1225779630,1,active,,0.2533354833067735,40,26,2292,319,24667,2327,63,11,255,28,8349,667
454513795,2,active,,0.26316095144992846,19,10,96,110,16499,1428,39,47,69,4,6029,395
816652616625168388,1,active,,0.27217903204460936,22,24,534,91,7975,839,14,1,30,3,3098,211
12008602,1,active,,0.28643392943142326,10,24,390,63,4514,440,18,3,31,6,1538,119
1074480192,1,active,,0.2681524184563998,33,104,1596,249,10199,1133,51,7,231,12,3401,288
460646127,1,active,,,4,10,44,19,140,93,8,6,2,1,37,12
237299871,1,active,,0.2781979077150958,46,125,976,268,19097,2382,32,6,68,6,6363,620
1114631166,2,active,,0.24183980442667405,6,8,49,115,6635,1107,9,2,16,7,2445,319
166414119,1,active,,0.26559997768675286,32,13,2014,255,12978,1413,25,3,83,6,3624,306
166751745,1,active,,0.31024068052885817,76,75,5190,421,34442,2645,199,23,319,17,11536,656
1600275704,1,active,,0.21556779514274013,10,10,429,46,1846,293,7,2,40,7,492,77
44385628,1,active,,0.28111953615002955,34,31,1963,220,24327,1716,52,2,83,4,8770,493
6782762,1,active,,0.3203937017887462,149,111,9176,1337,85364,7733,856,81,356,48,26485,1817
321954654,1,active,,0.33869387414683777,189,117,10361,1656,87183,8923,1280,172,1053,121,28492,2353
50434933,1,active,,0.26756047334026617,32,13,910,106,10106,741,24,4,181,24,3271,181
1011970623470489601,0,active,0.09799953971307873,,1938,354,1,2,28,4,3,1,10,2,37,17
704943112217608193,1,active,,0.2580666928273358,4,14,197,36,2092,159,3,1,8,1,722,42
22703645,1,active,,0.2361109374695355,87,181,1282,361,2461,1690,27,8,98,15,701,457
22771961,0,active,0.1303338823206372,,5320,629,3,108,113,918,1,1,1,2,88,291
22815781,1,active,,0.25818377667476133,50,24,3976,299,14518,1108,36,2,227,15,4882,266
3085494124,1,active,,0.23239547335942692,5,1,262,46,1336,179,5,1,15,2,374,33
1237578874424344576,1,active,,0.2534303185090854,6,4,356,46,1953,154,17,2,25,4,661,37
1237612672373248000,1,active,,0.29909821618180227,181,227,9881,1113,96209,7016,802,91,1152,73,35456,2116
25101996,1,active,,0.25236942520100175,17,48,779,64,4919,311,30,6,48,1,1878,69
25119138,1,active,,0.24658890682245316,15,8,1484,143,4032,727,6,1,17,1,1110,206
1108472017144201216,1,active,,0.31113966300391477,130,243,8993,1286,37294,5540,405,65,541,77,13098,1424
26487169,1,active,,0.36400116249653847,224,345,13566,1761,103977,10384,778,115,1952,329,37425,3012
292929271,1,active,,0.3157441796190069,537,1279,40383,3044,166248,14348,398,28,1511,80,51762,3513
38284349,1,active,,0.25542370134223014,14,15,781,106,11649,1033,46,8,78,4,3672,286
39765354,1,active,,0.21847593808755464,4,5,109,15,1046,75,18,2,33,1,353,17
999153867374841856,1,active,,0.2451872781492628,21,13,1989,136,2123,425,1187,274,287,110,727,144
148529707,0,active,0.14221469208503873,,41818,2730,22,25,338,113,2,1,3,5,460,77
1133781254959239168,1,active,,0.2663715920460455,11,8,568,71,7197,647,38,2,50,4,2506,173
931286316,1,active,,0.2768510081479263,62,79,1750,231,20535,1770,87,15,132,9,7063,506
89083397,1,active,,0.24931959279507904,7,3,526,61,3935,308,104,5,65,1,1516,86
4165642155,2,active,,0.2728630142024116,12,8,113,113,15530,1304,102,4,110,9,6006,343
2874102076,1,active,,0.2540684135473614,10,13,719,53,2557,192,10,3,13,3,833,52
17349381,1,active,,0.25960934403320707,4,4,239,11,1168,81,6,1,25,5,324,11
216776631,0,active,0.1432754086469845,,60377,1522,36,111,232,200,6,1,8,2,421,107
216881337,1,active,,0.26468303141442817,65,365,1890,187,7352,756,20,1,68,9,2053,204
1313966902704771072,1,active,,0.2543929938731954,17,14,600,186,14847,1588,52,18,95,10,8261,769
389318167,2,active,,0.22640163204315503,7,3,38,58,4428,489,6,1,16,5,1184,142
202070444,1,active,,0.20896686117671262,2,2,143,74,709,176,21,3,11,1,211,57
902200087,1,active,,0.2747157382619885,22,5,487,81,2811,340,6,2,13,2,809,88
16106584,1,active,,0.2589263946854725,56,30,1635,135,13098,801,60,7,195,13,3973,260
1037175323614429184,1,active,,0.25142137190078767,3,1,77,12,887,67,27,4,13,1,419,27
1881296893,1,active,,0.22833715079182856,1,1,77,7,1163,42,2,1,1,2,471,11
78523300,1,active,,0.32660085881512024,301,97,25633,2097,129624,10587,393,37,2333,156,39739,2970
