tweet_id,user_community,community_type,user_active_status,retweet_count,quote_count,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users,date
1320107186241048579,1,promoter,active,4450,2341,15,43,1458,530,2526,1459,414,275,37,34,711,401,2020_10
1320107370312323073,1,promoter,active,16609,7497,79,116,4841,1407,11373,5858,216,79,100,37,3901,1506,2020_10
1320117044612943872,1,promoter,active,25769,7895,76,103,8812,1835,16370,5831,91,27,420,99,5490,2822,2020_10
1320127627471032322,1,promoter,active,5199,1065,21,8,1296,246,3809,798,35,9,38,4,1560,329,2020_10
1320127775731273734,1,promoter,active,3239,1293,9,12,804,287,2382,978,23,7,21,9,799,243,2020_10
1320137224638197761,1,promoter,active,3473,2531,24,15,1258,379,2147,2119,8,6,36,12,406,281,2020_10
1320140370882297857,1,promoter,suspended,1388,556,2,2,159,69,1220,482,3,1,4,2,495,169,2020_10
1320159537194700801,1,promoter,suspended,621,159,2,3,72,32,541,119,1,1,5,4,186,27,2020_10
1320160474672095232,1,promoter,active,11004,2656,33,23,3272,706,7551,1893,41,12,107,22,2592,522,2020_10
1320169998782992386,1,promoter,active,4400,1133,10,5,758,186,3594,939,13,1,25,2,1242,291,2020_10
1320344340250714112,1,promoter,active,9259,2439,30,23,3097,525,6058,1872,20,6,54,13,1946,457,2020_10
1321154238957948929,1,promoter,active,5941,783,14,3,1587,185,4326,593,6,1,8,1,1245,167,2020_10
1321225762083659778,1,promoter,active,8596,1229,24,4,1916,247,6617,971,13,3,26,4,2181,329,2020_10
1321481854751526915,1,promoter,active,23378,6654,49,28,6379,1470,16807,5110,41,8,102,38,5235,1535,2020_10
1321487180854824960,1,promoter,active,6884,652,8,4,1414,122,5411,523,11,1,40,2,1702,127,2020_10
1321490841865801728,1,promoter,active,990,90,1,1,194,10,788,77,3,1,4,1,255,17,2020_10
1321495174409785345,1,promoter,active,3734,649,12,3,1013,123,2699,521,1,1,9,1,957,192,2020_10
1321868906651250688,1,promoter,active,6328,775,9,2,1258,111,4996,656,15,1,50,5,1618,206,2020_10
1322180123748143105,1,promoter,active,2328,283,7,8,310,34,2001,239,3,1,7,1,703,76,2020_10
1322491483199574016,1,promoter,active,5110,1644,21,16,1423,316,3622,1302,7,2,37,8,1199,303,2020_10
1322501158569693192,1,promoter,active,2051,249,3,2,251,31,1791,213,1,1,5,2,671,55,2020_10
1323615834455994373,1,promoter,active,5510,2099,45,35,1497,399,3798,1628,81,12,89,25,1022,376,2020_11
1323627525134786560,1,promoter,active,4352,460,19,8,943,83,3373,365,6,1,11,3,933,106,2020_11
1323709868419747842,1,promoter,active,3863,309,8,2,330,36,3495,266,15,3,15,2,1240,112,2020_11
1323766232068333570,1,promoter,active,2388,366,40,11,483,56,1837,296,11,1,17,2,658,98,2020_11
1323852668419231744,1,promoter,active,2192,108,8,5,232,15,1927,85,6,1,19,2,642,22,2020_11
1323880399236329472,1,promoter,active,5554,880,15,8,1484,143,4032,727,6,1,17,1,1110,206,2020_11
1323890578627522560,1,promoter,active,2460,369,8,5,510,59,1929,302,5,2,8,1,559,82,2020_11
1323891926282752002,1,promoter,active,2740,844,102,548,690,81,1874,198,43,10,31,7,823,114,2020_11
1323894612465979393,1,promoter,active,1070,102,3,11,116,8,926,79,1,1,24,3,275,24,2020_11
1323895278454398977,1,promoter,active,2462,198,69,44,625,39,1744,112,6,1,18,2,600,62,2020_11
1323898024100323329,1,promoter,active,6692,379,20,4,1176,46,5426,321,18,3,52,5,1706,79,2020_11
1323899799968600065,1,promoter,active,4477,244,27,5,1026,33,3388,204,12,1,24,1,981,51,2020_11
1323905975565250560,1,promoter,active,3196,227,21,5,670,37,2384,176,16,1,105,8,770,51,2020_11
1323925413870161927,1,promoter,suspended,4069,355,4,4,419,45,3622,303,6,2,18,1,1131,73,2020_11
1323935439309492224,1,promoter,active,2063,763,6,4,369,116,1681,637,2,1,5,5,461,201,2020_11
1323974153142177794,1,promoter,active,3209,1335,19,8,870,249,2270,1053,6,9,44,16,664,249,2020_11
1323984127054516226,1,promoter,active,3963,282,17,13,1178,51,2702,213,48,2,18,3,753,50,2020_11
1323984541434945536,1,promoter,active,3254,1179,17,6,1187,295,2008,865,13,4,29,9,498,262,2020_11
1323996716157308929,1,promoter,active,2354,294,13,8,728,62,1532,209,30,6,51,9,414,67,2020_11
1323998204350914563,1,promoter,active,1207,164,2,4,205,19,987,136,7,1,6,4,337,41,2020_11
1324016459534708738,1,promoter,suspended,1064,228,2,2,209,41,827,180,10,3,16,2,313,72,2020_11
1324032129408356352,1,promoter,active,5820,529,16,5,913,62,4852,457,8,1,31,4,1592,150,2020_11
1324046198362300424,2,promoter,active,2383,1105,3,2,20,101,2328,979,8,4,24,19,557,289,2020_11
1324060101125296130,1,promoter,suspended,1420,824,3,2,426,137,964,649,2,13,25,23,280,238,2020_11
1324061237139939330,1,promoter,active,2390,543,40,45,711,125,1527,332,12,3,100,38,485,123,2020_11
1324064583355494400,1,promoter,active,5491,947,21,13,1986,135,2014,415,1187,274,283,110,682,140,2020_11
1324085076515323905,1,promoter,active,2134,247,6,3,556,65,1510,174,48,2,14,3,461,66,2020_11
1324086834482290692,1,promoter,active,2331,358,9,10,429,46,1846,293,7,2,40,7,492,77,2020_11
1324089247389880320,0,detractor,active,2723,688,2645,128,5,92,58,464,8,2,7,2,26,118,2020_11
1324096142108356608,1,promoter,suspended,1540,876,2,4,209,77,1304,785,5,1,20,9,512,376,2020_11
1324106369188974595,1,promoter,suspended,4327,572,14,93,1082,91,2994,358,145,15,92,15,992,126,2020_11
1324111787826970624,1,promoter,active,6958,503,12,18,1121,66,5649,405,23,1,153,13,1678,116,2020_11
1324113204465836039,1,promoter,suspended,1559,316,4,9,169,45,1368,255,7,2,11,5,462,81,2020_11
1324134708410687488,1,promoter,active,2852,364,10,10,753,65,2052,282,11,3,26,4,653,84,2020_11
1324137133683212289,1,promoter,active,5074,848,17,15,1068,129,3922,687,19,4,48,13,1227,226,2020_11
1324155596988436484,1,promoter,active,1830,916,7,5,391,149,1403,737,11,8,18,17,455,354,2020_11
1324169815905439747,1,promoter,active,3241,318,20,6,641,65,2517,238,9,3,54,6,788,88,2020_11
1324182302554021889,1,promoter,active,5120,598,10,2,833,86,4230,506,20,3,27,1,1253,144,2020_11
1324186713699180546,1,promoter,active,7684,523,18,1,2068,107,5418,406,29,2,151,7,1506,111,2020_11
1324192120115253248,1,promoter,suspended,1247,232,6,2,326,51,849,168,11,2,55,9,221,43,2020_11
1324195468734308354,1,promoter,active,4725,629,11,6,879,96,3759,516,18,1,58,10,1153,142,2020_11
1324214901812899841,1,promoter,suspended,1687,225,5,1,164,29,1509,193,2,1,7,1,409,52,2020_11
1324218597221216257,1,promoter,active,2845,248,8,5,380,42,2428,199,14,1,15,1,800,50,2020_11
1324221320771481600,1,promoter,active,1383,185,8,2,394,33,961,144,11,5,9,1,237,34,2020_11
1324221399641325568,1,promoter,active,1443,194,10,1,269,21,1158,167,1,3,5,2,206,35,2020_11
1324223711902228480,1,promoter,active,2601,193,4,2,440,49,2096,137,10,2,51,3,642,46,2020_11
1324243089909833728,1,promoter,active,6122,1693,22,16,2008,405,3985,1223,22,6,85,43,1094,304,2020_11
1324248475282726912,1,promoter,active,3643,462,28,15,809,98,2675,337,105,7,26,5,736,76,2020_11
1324289792805396481,1,promoter,active,169,21,1,1,32,1,110,16,21,2,5,1,28,7,2020_11
1324328792165388296,1,promoter,active,1311,198,4,3,521,65,764,121,8,6,14,3,237,34,2020_11
1324373930686226432,1,promoter,active,986,497,2,4,286,43,688,447,4,2,6,1,221,87,2020_11
1324386685858287616,1,promoter,suspended,1990,4382,16,626,943,975,941,2558,26,77,64,146,330,859,2020_11
1324405917647990784,1,promoter,active,1166,208,11,5,323,32,820,166,7,2,5,3,232,43,2020_11
1324408424579346435,1,promoter,active,1011,75,4,9,104,8,842,47,44,10,17,1,322,19,2020_11
1324423268229664769,1,promoter,active,1235,601,4,100,346,103,859,372,2,6,24,20,277,131,2020_11
1324427816197332995,1,promoter,suspended,1029,155,2,16,235,25,759,112,12,1,21,1,289,48,2020_11
1324432857071194112,1,promoter,active,1668,176,6,5,313,25,1290,138,11,3,48,5,339,33,2020_11
1324435797374808066,0,detractor,active,7653,2506,7546,2360,20,50,83,90,3,2,1,4,84,247,2020_11
1324435897237053440,1,promoter,active,1980,355,9,29,262,43,1693,277,10,3,6,3,531,81,2020_11
1324447614843166721,1,promoter,active,2519,1538,12,16,705,239,1749,1267,37,10,16,6,533,197,2020_11
1324448508942917634,1,promoter,active,583,48,1,2,77,4,499,40,4,1,2,1,179,12,2020_11
1324448622658965505,1,promoter,active,1530,291,8,25,383,57,1121,207,8,1,10,1,292,44,2020_11
1324452174579949568,1,promoter,active,3251,778,12,10,865,146,2323,600,10,8,41,14,640,163,2020_11
1324460893250428930,1,promoter,suspended,2562,1116,4,3,627,145,1805,915,85,27,41,26,734,342,2020_11
1324465122174242817,1,promoter,active,915,117,1,3,65,18,843,94,3,1,3,1,260,35,2020_11
1324469085846052867,1,promoter,active,749,80,3,3,171,15,561,60,5,1,9,1,199,26,2020_11
1324479516043997184,1,promoter,active,2016,269,3,2,149,25,1819,233,19,7,26,2,641,94,2020_11
1324506154148515842,1,promoter,active,371,621,249,507,107,22,11,84,1,3,3,5,7,39,2020_11
1.32E+18,1,promoter,active,707,286,7,162,174,24,516,93,9,5,1,2,162,45,2020_11
1324508032730984449,1,promoter,active,4318,993,21,28,1159,219,2614,599,471,136,53,11,772,196,2020_11
1324509478138597377,1,promoter,active,1951,353,19,15,467,75,1369,239,25,3,71,21,419,80,2020_11
1324512829525938177,1,promoter,active,2024,202,8,3,265,21,1738,176,4,1,9,1,536,49,2020_11
1324517399698264064,1,promoter,active,807,101,9,4,145,21,643,72,3,2,7,2,231,31,2020_11
1324519752518131713,1,promoter,active,678,272,4,13,211,47,444,204,3,1,16,7,146,61,2020_11
1324523761559851009,2,promoter,deleted,389,254,2,3,5,33,372,214,4,2,6,2,67,54,2020_11
1324529251740246017,1,promoter,active,1049,336,2,3,198,57,825,267,7,4,17,5,281,112,2020_11
1324535036348145665,1,promoter,suspended,1054,624,4,2,293,106,721,488,7,8,29,20,234,150,2020_11
1324546395961880576,1,promoter,suspended,470,53,3,2,44,7,407,42,9,1,7,1,120,13,2020_11
1324551466397347840,1,promoter,active,674,120,3,8,130,21,533,88,3,2,5,1,158,24,2020_11
1324565417512357888,1,promoter,active,1464,357,4,1,137,60,1306,289,5,1,12,6,540,99,2020_11
1324572383735435264,1,promoter,active,4954,1293,54,44,1419,247,3214,910,154,56,113,36,1000,287,2020_11
1324573483796467712,1,promoter,active,645,180,2,2,113,23,248,109,273,40,9,6,63,33,2020_11
1324574363648143360,1,promoter,active,1625,325,9,3,356,55,1214,248,9,4,37,15,381,77,2020_11
1324580527240871936,1,promoter,active,1008,222,1,4,138,32,858,184,3,1,8,1,223,50,2020_11
1324580698519461888,1,promoter,active,2749,670,15,25,1234,181,1450,456,16,1,34,7,351,86,2020_11
1324582022917050368,1,promoter,active,3599,954,17,23,1090,230,2461,694,13,4,18,3,747,184,2020_11
1324584600522395648,1,promoter,active,689,77,1,1,98,11,580,63,4,1,6,1,182,16,2020_11
1324584966055956481,1,promoter,active,2571,215,5,2,173,25,2386,185,3,1,4,2,754,61,2020_11
1324628241982828544,2,promoter,suspended,2239,611,3,1,63,71,2138,532,15,3,20,4,559,116,2020_11
1324652428839411718,1,promoter,suspended,258,69,2,2,59,7,190,58,4,1,3,1,54,32,2020_11
1324682995383603200,1,promoter,active,1773,322,6,4,500,103,1212,206,22,2,33,7,368,75,2020_11
1324683628937420800,1,promoter,active,747,115,30,45,298,17,338,48,7,1,74,4,83,14,2020_11
1324689920649252864,1,promoter,active,6792,788,21,211,1899,126,4779,445,18,2,75,4,1445,146,2020_11
1324695053885935616,1,promoter,active,11134,1740,29,79,2676,319,8202,1305,36,6,191,31,2697,455,2020_11
1324703927967846402,1,promoter,active,2482,260,12,40,558,52,1875,163,5,1,32,4,472,35,2020_11
1324720968988794880,1,promoter,suspended,1433,172,2,32,279,15,612,53,513,68,27,4,204,19,2020_11
1324740110458396674,1,promoter,suspended,2946,505,5,16,489,68,2428,417,12,3,12,1,854,159,2020_11
1324759008285249539,1,promoter,active,3833,433,3,6,477,76,3332,348,4,1,17,2,1164,125,2020_11
1324766853496033280,1,promoter,active,1659,191,3,3,201,18,1443,166,5,2,7,2,460,52,2020_11
1324785115944439811,1,promoter,active,1229,159,1,7,119,19,1099,130,5,2,5,1,375,38,2020_11
1324792225260253184,0,detractor,active,2851,3727,2388,212,20,684,417,2747,8,10,18,74,175,687,2020_11
1324792720288874496,1,promoter,active,2818,366,14,4,488,75,2288,283,14,2,14,2,601,73,2020_11
1324801224936443906,1,promoter,suspended,177,15,1,2,47,2,121,7,3,3,5,1,49,2,2020_11
1324801354427179008,1,promoter,active,2682,551,8,5,980,109,1665,425,17,10,12,2,478,160,2020_11
1324802130914390016,1,promoter,active,3350,284,23,19,1400,78,1896,182,8,3,23,2,545,50,2020_11
1324806241638600705,1,promoter,active,5933,472,20,51,1242,89,4459,309,115,12,97,11,1329,88,2020_11
1324815276878131201,1,promoter,active,3716,1218,11,12,866,174,2455,926,313,75,71,31,721,316,2020_11
1324815627266199554,1,promoter,active,2584,1069,20,447,568,132,1984,483,5,1,7,6,583,153,2020_11
1324815748108345344,1,promoter,active,9168,806,42,60,3473,202,5476,530,30,5,147,9,1651,172,2020_11
1324838425170595840,1,promoter,active,7193,2231,26,33,2110,478,4871,1635,78,47,108,38,1419,510,2020_11
1324839001338056706,1,promoter,active,1182,118,4,3,225,21,933,89,4,2,16,3,241,26,2020_11
1324851541166100480,1,promoter,suspended,4326,1103,12,6,811,148,3368,905,47,9,88,35,973,250,2020_11
1324854600277643265,1,promoter,active,1497,413,3,2,132,60,1333,346,7,2,22,3,447,114,2020_11
1324855288604831745,1,promoter,active,4128,991,43,602,562,48,3376,338,74,1,73,2,1228,128,2020_11
1324858163854798848,1,promoter,active,4107,628,11,40,865,97,3094,465,81,19,56,7,815,121,2020_11
1324864475254677505,1,promoter,active,8643,955,32,200,1927,123,6572,626,23,1,89,5,1962,199,2020_11
1324866768217792519,1,promoter,active,654,81,1,2,154,13,492,63,1,2,6,1,137,20,2020_11
1324884555975647233,1,promoter,active,1659,219,11,11,338,47,1279,154,2,2,29,5,360,43,2020_11
1324886465118150657,1,promoter,active,530,45,3,1,42,4,480,38,1,1,4,1,148,6,2020_11
1324899611002155009,1,promoter,active,7697,821,16,5,1028,111,6581,682,30,11,42,12,2015,201,2020_11
1324900562446528513,2,promoter,active,4358,530,6,3,37,58,4296,465,6,1,13,3,1148,138,2020_11
1324901821291302912,1,promoter,deleted,3527,362,4,2,271,27,3219,330,19,2,14,1,1328,128,2020_11
1324907501498855425,2,promoter,suspended,1600,347,5,2,28,34,1555,308,3,2,9,1,415,72,2020_11
1324908457913356290,1,promoter,active,4894,664,11,17,424,62,4370,574,6,2,83,9,1254,168,2020_11
1324916232513007617,1,promoter,suspended,541,26,3,3,158,2,345,16,22,2,13,3,123,7,2020_11
1324931859806121984,1,promoter,active,3311,233,7,5,169,30,3091,188,35,4,9,6,1037,69,2020_11
1324944058175942656,1,promoter,active,4708,731,13,2,1185,143,3472,579,11,3,27,4,1042,156,2020_11
1324950975912808448,1,promoter,active,2397,236,7,2,384,36,1976,194,13,3,17,1,541,43,2020_11
1324985974166679554,1,promoter,active,3614,252,35,6,1025,40,2482,203,6,1,66,2,620,57,2020_11
1324986833521041408,1,promoter,suspended,3738,698,14,2,473,68,2908,564,241,53,102,11,877,178,2020_11
1325044843501002752,1,promoter,active,1436,183,7,20,210,30,1204,128,9,4,6,1,371,34,2020_11
1325067417102508032,1,promoter,suspended,9033,1795,8,12,1455,216,7443,1529,56,14,71,24,2981,690,2020_11
1325090931394142211,1,promoter,suspended,1405,131,7,45,308,14,801,51,261,20,28,1,277,26,2020_11
1325096366234882051,0,detractor,active,3250,1353,3169,471,2,98,77,781,1,1,1,2,71,247,2020_11
1325110664436850688,1,promoter,active,1626,348,4,10,394,69,1209,266,9,1,10,2,381,56,2020_11
1325114889401196548,1,promoter,active,447,46,2,11,90,6,338,25,9,1,8,3,130,14,2020_11
1325126577676541953,1,promoter,suspended,3550,280,6,1,192,30,3211,234,51,8,90,7,1282,86,2020_11
1325127508291846145,1,promoter,suspended,3214,259,5,1,196,23,2875,220,36,5,102,10,1161,80,2020_11
1325130416890683399,1,promoter,suspended,1867,279,6,17,454,63,1329,188,28,2,50,9,416,54,2020_11
1325141039611457537,1,promoter,active,628,107,2,4,122,10,472,85,21,5,11,3,154,15,2020_11
1325153178044817408,1,promoter,active,1089,149,1,7,139,25,937,115,7,1,5,1,277,22,2020_11
1325155432902524930,1,promoter,active,2519,235,6,23,598,36,1896,173,4,1,15,2,625,53,2020_11
1325156920181760001,1,promoter,active,341,25,1,1,49,4,287,18,1,1,3,1,68,6,2020_11
1325167741419089920,1,promoter,deleted,1875,396,3,3,304,60,1528,326,13,2,27,5,613,99,2020_11
1325192301644189700,1,promoter,suspended,927,92,2,8,246,19,622,58,37,5,20,2,225,23,2020_11
1325203412716154882,2,promoter,active,2858,1207,2,1,38,128,2799,1072,8,2,11,4,970,435,2020_11
1325213006637092870,1,promoter,suspended,905,258,6,2,164,30,703,222,23,3,9,1,162,74,2020_11
1325213426474315776,1,promoter,active,4162,523,9,1,833,85,3254,410,34,16,32,11,984,117,2020_11
1325215651515031552,1,promoter,suspended,4223,609,7,1,487,80,3697,523,13,2,19,3,1354,197,2020_11
1325221448458375170,1,promoter,active,782,441,20,243,103,31,651,164,7,2,1,1,176,56,2020_11
1325232784437366786,1,promoter,active,1978,208,2,1,308,39,1632,164,17,2,19,2,509,44,2020_11
1325243493527265286,1,promoter,active,1406,107,4,1,140,15,1006,58,245,31,11,2,342,17,2020_11
1325261660735614983,1,promoter,active,666,48,3,1,59,6,595,38,4,2,5,1,217,12,2020_11
1325288510040006656,1,promoter,active,1030,193,2,1,163,12,843,173,9,6,13,1,255,88,2020_11
1325289320039780354,1,promoter,active,2416,575,41,11,427,95,1933,460,9,8,6,1,597,154,2020_11
1325432465415163904,1,promoter,suspended,21100,3023,168,617,6437,434,13040,1839,734,72,721,61,4165,574,2020_11
1325449885802377225,1,promoter,active,758,96,2,4,88,13,663,77,1,1,4,1,205,18,2020_11
1325450009203142657,1,promoter,suspended,554,30,2,2,152,4,351,22,26,1,23,1,135,7,2020_11
1325454527299018752,1,promoter,active,1018,127,4,12,88,19,919,93,2,2,5,1,375,29,2020_11
1325463816939954180,1,promoter,active,1685,153,3,6,156,24,1510,121,8,1,8,1,588,43,2020_11
1325519146847592448,1,promoter,active,4035,497,13,1,500,47,3448,440,14,3,60,6,1071,104,2020_11
1325525077820014592,1,promoter,active,7628,695,26,50,1857,114,5670,526,17,1,58,4,1591,121,2020_11
1325558874003234816,1,promoter,active,1905,160,7,1,224,22,1643,127,7,3,24,7,650,50,2020_11
1325568075282964481,1,promoter,active,5075,555,6,5,515,75,4531,469,5,4,18,2,1381,137,2020_11
1325570711155585025,1,promoter,active,2578,406,5,11,286,65,2268,323,3,4,16,3,690,86,2020_11
1325587299497807872,1,promoter,active,238,37,1,10,24,5,209,20,3,1,1,1,62,5,2020_11
1325589942337212416,1,promoter,active,10133,1238,45,191,1763,153,7919,877,172,11,234,6,2576,252,2020_11
1325640421058490368,1,promoter,active,891,76,3,5,126,8,755,61,2,1,5,1,301,14,2020_11
1325686822832275456,1,promoter,active,1430,152,7,5,198,21,1196,123,19,2,10,1,352,37,2020_11
1325709921028100096,1,promoter,suspended,1062,489,4,1,161,49,840,401,11,8,46,30,257,76,2020_11
1325788144420184064,1,promoter,active,3848,336,6,10,519,46,3295,277,8,1,20,2,1123,74,2020_11
1325790455817248774,1,promoter,active,7456,744,82,117,1711,112,5463,505,74,7,126,3,1876,170,2020_11
1325801059206500353,1,promoter,active,6248,685,38,27,1187,147,4906,490,21,5,96,16,1502,124,2020_11
1325808010715926528,1,promoter,active,2459,308,8,6,420,49,1930,235,6,3,95,15,594,70,2020_11
1325893536563277830,1,promoter,active,978,134,6,4,135,14,795,114,13,1,29,1,276,33,2020_11
1325901137652936706,1,promoter,active,591,77,2,3,112,9,463,63,4,1,10,1,126,20,2020_11
1325913665988595725,1,promoter,active,2454,258,5,22,352,30,2070,204,14,1,13,1,611,52,2020_11
1325919211332505602,1,promoter,active,773,372,16,16,154,81,587,273,6,1,10,1,170,69,2020_11
1325920985745412099,1,promoter,active,825,250,11,5,138,47,666,194,3,2,7,2,206,50,2020_11
1325923286375669761,1,promoter,active,421,61,1,4,78,9,333,46,4,1,5,1,108,15,2020_11
1325939885098881027,1,promoter,suspended,6977,467,36,47,1557,71,5012,329,155,12,217,8,1798,137,2020_11
1325940951567753216,1,promoter,active,747,158,5,2,168,28,347,46,1,1,226,81,122,14,2020_11
1325952335701553153,0,detractor,active,254,186,91,87,15,23,142,72,1,1,5,3,49,18,2020_11
1325961114514038786,1,promoter,suspended,10650,991,86,215,2619,117,7209,613,329,22,407,24,2283,200,2020_11
1325970486178832384,1,promoter,active,1436,185,7,3,294,41,1093,134,4,2,38,5,320,23,2020_11
1325975470672896000,1,promoter,active,4454,431,10,14,702,59,3699,353,11,2,32,3,1154,104,2020_11
1325981168735555591,1,promoter,active,3892,429,9,14,1025,87,2776,313,45,12,37,3,858,86,2020_11
1325994937423257600,1,promoter,active,1204,385,7,1,82,55,1093,322,3,2,19,5,404,123,2020_11
1325999236471721987,1,promoter,suspended,1860,298,1,1,123,29,1706,265,16,2,14,1,730,117,2020_11
1326014468929839104,1,promoter,suspended,363,33,2,1,84,4,235,20,25,2,17,6,121,13,2020_11
1326014852582666242,1,promoter,active,4354,621,10,2,454,74,3873,540,8,2,9,3,1252,165,2020_11
1326017589080895488,1,promoter,active,1348,335,58,10,241,71,1024,244,10,2,15,8,376,88,2020_11
1326025858113433601,1,promoter,active,4710,35,13,4,485,3,4072,26,45,1,95,1,1479,5,2020_11
1326048241385795584,1,promoter,active,6365,599,15,3,714,65,5523,525,19,2,94,4,1690,145,2020_11
1326156333305958401,1,promoter,active,4300,574,6,9,570,85,3647,469,19,5,58,6,1212,154,2020_11
1326162999514640385,1,promoter,active,1822,1870,13,27,471,202,1285,1614,7,10,46,17,346,362,2020_11
1326218720029659136,1,promoter,active,1607,190,12,47,210,19,1370,119,7,2,8,3,518,38,2020_11
1326231901988745217,1,promoter,suspended,642,96,39,60,110,7,456,24,29,4,8,1,182,16,2020_11
1326260720036704257,1,promoter,active,4130,377,4,23,474,59,3604,289,17,3,31,3,1187,71,2020_11
1326277400494284805,0,detractor,active,1703,1181,474,971,62,21,998,160,107,22,62,7,323,67,2020_11
1326282306554900482,1,promoter,active,5142,647,85,213,1037,77,3879,338,74,15,67,4,1409,102,2020_11
1326305806535565313,1,promoter,active,1457,716,14,234,171,74,1253,397,3,3,16,8,466,143,2020_11
1326318537829457923,1,promoter,suspended,199,41,1,2,17,4,155,29,23,5,3,1,49,11,2020_11
1326334497764335619,1,promoter,active,64,104,4,10,23,16,34,73,2,4,1,1,9,10,2020_11
1326351325106302976,1,promoter,active,680,96,3,8,108,17,559,68,3,1,7,2,163,12,2020_11
1326353321582620673,1,promoter,active,2882,646,28,194,615,89,2146,348,50,9,43,6,578,94,2020_11
1326356623363874816,1,promoter,suspended,3615,590,6,3,318,60,3277,524,5,1,9,2,1029,165,2020_11
1326359786040987649,1,promoter,active,3589,475,12,1,461,56,3079,414,6,3,31,1,849,113,2020_11
1326369310994964485,1,promoter,suspended,3983,493,7,2,301,41,3637,442,7,2,31,6,1121,141,2020_11
1326385566544498688,0,detractor,active,719,243,116,77,39,44,544,119,5,2,15,1,129,28,2020_11
1326515950292672512,1,promoter,suspended,5438,908,10,3,482,107,4925,794,7,2,14,2,1865,307,2020_11
1326538858813550603,1,promoter,active,2456,277,8,5,432,41,1973,216,15,7,28,8,654,62,2020_11
1326540408587919361,1,promoter,active,741,132,1,50,74,11,657,69,4,1,5,1,231,22,2020_11
1326582123206152196,1,promoter,suspended,5345,692,4,1,418,87,4908,601,5,2,10,1,1702,211,2020_11
1326593526868668417,1,promoter,active,2016,841,8,21,250,105,1712,698,13,7,33,10,474,185,2020_11
1326593652236447745,1,promoter,active,5059,1100,5,15,559,130,4460,946,19,4,16,5,1465,307,2020_11
1326595184767823872,1,promoter,active,12424,1181,155,165,2647,168,9304,835,120,8,198,5,3098,258,2020_11
1326597569594724358,0,detractor,active,642,431,592,78,3,53,38,297,2,1,7,2,20,68,2020_11
1326610190905565196,1,promoter,suspended,4472,780,3,3,458,100,3963,672,20,1,28,4,1448,259,2020_11
1326611811169398785,1,promoter,active,2277,325,24,117,314,28,1898,178,11,1,30,1,666,42,2020_11
1326614532752596992,1,promoter,active,4029,281,11,22,645,36,3297,221,35,1,41,1,1107,67,2020_11
1326656793913724931,1,promoter,active,1884,485,4,17,185,37,1673,422,5,7,17,2,594,259,2020_11
1326657707408035841,0,detractor,active,664,827,595,91,5,123,55,602,6,6,3,5,24,123,2020_11
1326664753914114049,1,promoter,active,3352,398,5,1,124,24,3211,368,3,2,9,3,1032,97,2020_11
1326668120967286784,1,promoter,active,3802,452,10,22,445,52,3246,347,36,8,65,23,1111,115,2020_11
1326675187287388165,1,promoter,active,2178,242,3,10,356,47,1776,180,16,2,27,3,614,57,2020_11
1326683880095682562,1,promoter,suspended,6432,438,52,171,1339,51,4770,199,152,9,119,8,1874,78,2020_11
1326695036990357504,1,promoter,suspended,1640,206,2,3,73,20,1556,180,5,1,4,2,651,60,2020_11
1326695508950183938,1,promoter,active,1968,919,4,1,182,480,1753,431,16,4,13,3,591,137,2020_11
1326718608664383490,1,promoter,suspended,418,85,29,57,102,7,255,18,16,1,16,2,102,12,2020_11
1326721355107151872,1,promoter,active,13340,2041,49,74,3519,432,9390,1471,156,24,226,40,3120,417,2020_11
1326726977861136386,1,promoter,active,942,102,4,4,144,21,785,75,1,1,8,1,231,24,2020_11
1326739418405728256,1,promoter,active,6839,601,5,3,626,57,6176,538,9,1,23,2,1820,123,2020_11
1326741141522325504,1,promoter,suspended,6277,1210,9,2,480,117,5768,1086,9,3,11,2,2367,396,2020_11
1326749045029629952,1,promoter,suspended,4448,402,4,2,209,36,4209,358,12,3,14,3,1780,120,2020_11
1326874920316448770,1,promoter,active,2288,175,5,1,209,28,2060,144,6,1,8,1,732,39,2020_11
1326889031808942083,1,promoter,suspended,4446,608,4,3,241,49,4183,552,11,2,7,2,1793,224,2020_11
1326890833354821637,1,promoter,active,8542,1021,23,2,1203,147,7246,858,21,6,49,8,2330,271,2020_11
1326892069667950592,1,promoter,active,2099,437,3,1,374,68,1699,355,9,11,14,2,540,92,2020_11
1326915779854557186,1,promoter,suspended,4765,647,4,2,339,69,4409,570,5,1,8,5,1924,251,2020_11
1326930955559383044,1,promoter,active,2054,200,7,17,416,37,1540,129,2,2,89,15,500,38,2020_11
1326938849700818946,1,promoter,active,1068,153,9,5,136,16,908,129,3,2,12,1,356,46,2020_11
1326991439134289920,1,promoter,active,10758,1190,22,7,1522,162,8972,999,15,1,227,21,2511,264,2020_11
1326995699200909314,1,promoter,active,4513,596,8,7,506,67,3965,518,6,1,28,3,1144,157,2020_11
1327009008377466881,1,promoter,active,2554,158,4,4,230,10,2283,142,4,1,33,1,662,32,2020_11
1327022435913396225,1,promoter,suspended,3631,412,4,1,219,28,3395,373,7,6,6,4,1274,116,2020_11
