"domain","tweet_count","retweet_count_metadata","quote_count_metadata","tweet_count_by_community_0","retweet_count_by_community_0","quote_count_by_community_0","tweet_count_by_community_1","retweet_count_by_community_1","quote_count_by_community_1","tweet_count_by_community_2","retweet_count_by_community_2","quote_count_by_community_2","tweet_count_by_community_3","retweet_count_by_community_3","quote_count_by_community_3","tweet_count_by_community_4","retweet_count_by_community_4","quote_count_by_community_4","tweet_count_by_suspended_users","retweet_count_by_suspended_users","quote_count_by_suspended_users"
"washingtonpost.com",3,125,31,3,51,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,2
"politicususa.com",34,41,15,28,21,9,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"independent.co.uk",2,70,3,1,55,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
"rawstory.com",1,55,11,1,48,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",1,115,19,1,54,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
"cnn.com",1,148,52,1,46,9,0,0,2,0,1,6,0,0,0,0,0,0,0,1,1
"rawstory.com",1,82,21,1,46,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rawstory.com",28,59,4,22,31,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
"independent.co.uk",2,47,27,2,42,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",2,52,21,1,47,8,0,0,3,0,2,3,0,0,0,0,0,0,1,1,2
"cnn.com",65,7,1,45,7,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"rawstory.com",1,53,38,1,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"theguardian.com",69,22,0,41,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"youtube.com",81,8,0,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"washingtonpost.com",32,49,4,24,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"msn.com",30,33,11,16,30,9,0,0,0,2,3,3,0,0,0,0,0,0,2,1,0
"independent.co.uk",4,55,33,1,42,11,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
"washingtonpost.com",1,61,5,1,53,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"rawstory.com",16,43,2,15,37,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rawstory.com",14,35,9,13,33,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"msn.com",5,96,5,5,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"washingtonpost.com",4,89,6,4,44,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"independent.co.uk",14,51,17,8,39,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"theguardian.com",50,27,1,33,20,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0
"thehill.com",1,47,18,1,36,16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"cnn.com",7,43,6,7,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rawstory.com",1,52,39,1,28,23,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
"msn.com",73,13,1,38,11,3,0,0,0,5,2,0,0,0,0,0,0,0,2,1,0
"rawstory.com",1,54,32,1,36,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
"deadstate.org",1,43,17,1,37,14,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",11,67,8,9,38,4,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0
"youtube.com",66,3,0,45,4,2,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0
"washingtonpost.com",58,9,2,41,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"cnn.com",21,39,9,12,34,5,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0
"theguardian.com",1,57,9,1,47,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"rawstory.com",12,36,12,11,31,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"politicususa.com",6,28,18,6,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cnn.com",1,94,68,1,32,17,0,0,1,0,1,3,0,0,0,0,0,0,0,0,2
"newsmax.com",29,88,25,15,30,5,0,0,0,12,1,0,0,0,0,0,0,0,4,0,0
"youtube.com",69,30,1,37,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"cnn.com",64,17,0,31,14,5,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0
"msn.com",43,31,2,23,25,2,0,0,0,5,4,1,0,0,0,0,0,0,1,1,0
"newsweek.com",5,49,12,1,42,7,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"thedailybeast.com",8,79,13,8,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msn.com",31,35,1,14,34,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0
"washingtonpost.com",50,11,0,38,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"cnn.com",53,6,1,41,6,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"washingtonpost.com",23,32,4,19,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rawstory.com",11,40,8,10,33,6,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0
"msn.com",44,13,1,33,14,2,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0
"thehill.com",1,77,150,1,13,34,0,0,0,0,12,1,0,0,0,0,0,0,0,3,2
"rawstory.com",15,144,45,15,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",2,43,80,1,18,29,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"theguardian.com",2,55,44,1,39,8,0,0,5,0,2,9,0,0,2,0,0,0,0,0,2
"news.yahoo.com",66,4,0,43,3,2,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0
"rawstory.com",5,46,13,5,35,8,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"youtube.com",51,9,0,40,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thedailybeast.com",14,41,2,12,33,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"washingtonpost.com",1,49,7,1,42,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"thedailybeast.com",1,49,7,1,42,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"theguardian.com",40,15,1,31,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,46,9,1,42,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"theguardian.com",2,69,9,1,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"nytimes.com",54,17,1,30,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"youtube.com",64,3,0,41,3,3,0,0,0,4,1,0,0,0,0,0,0,0,1,1,2
"theguardian.com",1,65,77,1,28,17,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1
"msn.com",99,8,2,37,6,3,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
"newsweek.com",8,75,7,7,35,4,0,0,0,1,4,1,0,0,0,0,0,0,0,1,0
"nytimes.com",80,5,1,45,1,0,3,0,0,15,4,2,0,0,0,0,0,0,4,2,0
"theguardian.com",1,53,12,1,43,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"washingtonpost.com",1,48,17,1,36,9,0,0,1,0,2,4,0,0,0,0,0,0,0,1,2
"newsweek.com",3,42,13,1,39,6,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1
"thedailybeast.com",38,10,3,33,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"foxnews.com",46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",9,130,169,4,19,22,0,1,5,0,1,5,0,0,0,0,0,0,0,1,1
"politicususa.com",10,104,10,9,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"politicususa.com",11,54,12,9,33,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"cnn.com",67,2,0,43,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
"newsweek.com",2,37,11,2,36,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,42,6,1,39,5,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
"politicususa.com",16,19,13,16,17,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"washingtonpost.com",1,40,4,1,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rawstory.com",9,107,7,8,33,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"nytimes.com",1,48,2,1,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rawstory.com",18,100,11,16,25,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"politicususa.com",19,98,7,17,24,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"theguardian.com",2,54,6,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"cnn.com",14,34,2,13,29,1,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0
"politicususa.com",7,32,8,5,31,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"msn.com",23,43,8,10,24,8,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0
"deadstate.org",1,56,12,1,32,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"theguardian.com",37,18,5,25,13,4,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
"newsweek.com",2,37,17,1,31,10,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0
"washingtonpost.com",23,28,1,17,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",38,13,0,29,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"thedailybeast.com",1,41,9,1,35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"rawstory.com",19,17,9,15,15,12,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"politicususa.com",14,24,7,12,24,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"newsweek.com",1,154,39,1,34,6,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0
"nytimes.com",26,55,6,11,28,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"theguardian.com",57,8,0,32,6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,108,16,1,32,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"newsweek.com",2,40,31,2,17,21,0,1,2,0,10,3,0,0,0,0,0,0,0,3,1
"theguardian.com",3,43,16,1,33,6,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0
"thehill.com",2,40,7,1,37,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1
"theguardian.com",1,46,2,1,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
"rawstory.com",1,29,5,1,33,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"nypost.com",85,15297,983,3,13,23,11,648,36,51,3339,224,0,35,1,0,41,1,12,1124,69
"nytimes.com",105,12193,834,1,24,14,24,1205,92,48,6641,464,2,66,8,0,87,3,13,2562,143
"newsweek.com",2,73,82,2,26,11,0,2,0,0,6,2,0,1,1,0,0,0,0,1,0
"rawstory.com",17,93,15,15,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"youtube.com",101,2,0,37,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
"washingtonpost.com",18,39,6,11,25,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1
"independent.co.uk",3,26,20,3,23,13,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
"independent.co.uk",1,93,21,1,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,67,28,1,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"theguardian.com",1,51,13,1,31,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1
"washingtonpost.com",1,45,15,1,32,5,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1
"politicususa.com",1,55,4,1,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"youtube.com",21,28,8,13,21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"newsweek.com",1,28,28,1,18,19,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1
"politicususa.com",13,31,9,11,19,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"independent.co.uk",1,32,20,1,27,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"theguardian.com",3,22,27,1,19,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"theguardian.com",2,38,7,1,34,3,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1
"nytimes.com",36,0,0,24,11,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1
"thehill.com",55,4,0,34,2,1,1,0,0,1,2,2,0,0,0,0,0,0,2,0,0
"newsweek.com",1,42,6,1,34,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"theguardian.com",29,18,0,20,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"rawstory.com",2,33,3,2,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"thetexan.news",280,14525,1459,2,13,21,41,1368,109,141,4433,419,0,17,3,1,102,6,30,1385,138
"newsweek.com",55,14,7,23,11,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1
"youtube.com",55,0,0,36,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0
"rawstory.com",2,43,6,1,30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"washingtonpost.com",1,36,10,1,34,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",1,39,4,1,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,29,14,1,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"theguardian.com",1,32,9,1,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"theguardian.com",2,36,3,1,33,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",32,7,0,29,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"independent.co.uk",1,77,19,1,27,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"nytimes.com",71,7,0,28,7,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0
"thedailybeast.com",11,37,27,6,16,13,0,0,0,2,2,0,1,0,0,0,0,0,1,1,0
"rawstory.com",1,64,10,1,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"news.yahoo.com",26,40,5,18,13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"nytimes.com",55,2,0,33,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
"washingtonpost.com",43,13,1,31,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",37,15,3,19,13,3,0,0,1,6,2,1,0,0,0,0,0,0,0,0,1
"nytimes.com",43,6,0,29,5,1,0,0,0,5,1,0,0,0,0,0,0,0,2,1,0
"msn.com",22,23,2,21,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"theguardian.com",2,29,12,1,29,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
"newsweek.com",1,38,3,1,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"msn.com",3,35,3,3,30,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"rawstory.com",1,33,6,1,30,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"politicususa.com",1,33,6,1,31,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"msn.com",3,29,7,3,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"rawstory.com",1,35,1,1,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rawstory.com",1,30,6,1,27,7,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0
"msn.com",23,10,3,16,9,10,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0
"theguardian.com",1,75,19,1,29,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"rawstory.com",9,63,9,8,23,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"news.yahoo.com",65,9,0,28,5,1,1,0,0,7,4,1,0,0,0,0,0,0,3,1,0
"rawstory.com",1,68,3,1,31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"msn.com",61,4,0,26,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0
"youtube.com",36,6,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"thedailybeast.com",34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
"politicususa.com",8,18,8,7,17,10,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
"politicususa.com",15,14,4,14,12,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
"youtube.com",48,4,0,29,4,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
"independent.co.uk",17,25,8,13,14,6,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0
"thedailybeast.com",41,8,0,28,5,0,0,0,0,1,3,0,0,0,0,0,0,0,5,1,0
"theguardian.com",36,10,0,24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",1,35,7,1,28,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"rawstory.com",1,26,10,1,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"newsweek.com",1,28,5,1,26,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"politicususa.com",8,21,4,8,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",2,133,24,1,28,3,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
"theguardian.com",1,100,42,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"news.yahoo.com",73,7,0,28,4,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0
"independent.co.uk",2,67,11,2,27,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"newsweek.com",35,26,2,16,14,2,0,0,0,8,1,0,0,0,0,0,0,0,4,0,0
"newsweek.com",1,48,11,1,28,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,18,34,1,17,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"msn.com",25,21,3,19,11,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"rawstory.com",1,44,3,1,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"youtube.com",38,5,0,27,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"thedailybeast.com",21,21,1,14,16,2,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0
"washingtonpost.com",17,24,0,10,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"youtube.com",32,6,1,26,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nytimes.com",35,2,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,31,5,1,29,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
"youtube.com",195,13,0,26,5,0,20,1,0,69,11,3,5,1,0,2,0,0,13,5,0
"cnn.com",24,32,2,19,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"news.yahoo.com",30,15,8,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"thedailybeast.com",29,9,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"youtube.com",32,3,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"washingtonpost.com",5,28,2,3,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"msn.com",5,27,2,4,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"theguardian.com",1,33,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,28,5,1,26,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"cnn.com",6,22,4,5,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"rawstory.com",1,25,5,1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"independent.co.uk",26,2,1,23,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cnn.com",31,44,17,17,11,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
"independent.co.uk",3,31,41,3,16,11,0,0,1,0,7,0,0,1,0,0,1,0,0,1,0
"theguardian.com",56,5,0,23,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"cnn.com",1,55,4,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"politicususa.com",12,29,9,10,15,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"youtube.com",45,1,0,29,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"washingtonpost.com",14,27,4,11,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cnn.com",32,10,1,22,6,2,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0
"newsweek.com",1,31,3,1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"theguardian.com",1,26,7,1,23,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"cnn.com",1,31,1,1,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rawstory.com",1,30,2,1,27,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"rawstory.com",1,26,6,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"rawstory.com",1,21,10,1,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"theguardian.com",29,2,0,29,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"msn.com",2,28,1,2,27,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"rawstory.com",29,1,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
"cnn.com",1,102,7,1,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"politicususa.com",11,65,15,10,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"rawstory.com",1,59,9,1,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rawstory.com",1,54,7,1,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rawstory.com",10,42,5,8,19,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"news.yahoo.com",32,19,3,11,16,2,0,0,0,5,0,1,0,0,0,0,0,0,1,1,0
"nytimes.com",42,4,0,24,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,34,9,1,24,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"news.yahoo.com",34,5,2,21,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"youtube.com",34,2,0,27,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"theguardian.com",2,28,4,1,25,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"rawstory.com",7,113,5,7,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"foxnews.com",8,51,11,5,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cnn.com",2,48,9,2,23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"rawstory.com",1,46,12,1,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"newsweek.com",6,29,14,2,13,13,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0
"thedailybeast.com",24,21,1,12,16,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0
"newsweek.com",1,39,3,1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"independent.co.uk",1,25,16,1,20,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"msn.com",19,19,0,13,14,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
"news.yahoo.com",26,10,0,21,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"theguardian.com",23,13,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,17,16,1,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"thedailybeast.com",20,12,0,16,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"rawstory.com",1,25,4,1,23,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"rawstory.com",26,3,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"nypost.com",23,399,60,22,4,1,1,13,6,0,73,6,0,2,0,0,2,0,0,11,0
"nypost.com",1,62,74,0,21,6,1,5,7,0,21,47,0,2,0,0,1,0,0,6,7
"independent.co.uk",1,28,43,1,16,10,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0
"cnn.com",1,40,13,1,22,4,0,0,2,0,1,7,0,0,0,0,0,0,0,0,1
"msn.com",37,12,1,16,10,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0
"youtube.com",40,4,1,22,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"washingtonpost.com",1,37,5,1,24,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
"newsweek.com",1,31,6,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,31,5,1,25,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0
"youtube.com",30,6,0,20,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
"rawstory.com",10,20,6,10,11,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"cnn.com",31,3,0,22,3,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"theguardian.com",30,3,1,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"nytimes.com",27,7,0,21,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"washingtonpost.com",15,16,3,12,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"cnn.com",1,26,7,1,23,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
"independent.co.uk",1,29,3,1,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,27,5,1,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"msn.com",19,12,1,15,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"msn.com",16,16,0,11,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",3,22,7,2,19,6,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
"washingtonpost.com",11,16,4,10,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"independent.co.uk",1,25,4,1,24,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"independent.co.uk",28,1,0,26,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"rawstory.com",1,28,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"msn.com",25,3,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"theguardian.com",12,13,0,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"newsweek.com",1,78,77,1,9,16,0,0,0,0,6,5,0,0,0,0,0,0,0,4,2
